bobble,مزركشة
cold drink,مشروب بارد
summer time,وقت الصيف
stunts,الاعمال المثيرة
chakle zara,قليلا
salman da fan,سلمان ومروحة
awesome for,رهيبة ل
white clothes,ملابس بيضاء
drops,قطرات
washing technique,تقنية الغسيل
washing liquid,غسل السائل
white shirt,قميص أبيض
is enough,كفى
haapy face,وجه سعيد
less strain,إجهاد أقل
easy to use,سهل الاستخدام
cute kitty,قطة ظريفة
white small dog,كلب صغير ابيض
\women,\نساء
muchawale,ضوء
acha nai,الآس غ
jo bhi,ايا كان
baatb karna,للحديث
haath se,باليد
lady in,سيدة في
girl in black,فتاة سوداء
hanbag,حقيبة يد
ghar science,بيت العلوم
se nai,كن الأكثر
home science,علم الوطن
chalta,يمشي
runs not,لا يعمل
due to science,بسبب العلم
due to,بسبب
home science.,علم الوطن.
the kapil sharma show,عرض كابيل شارما
bitto,بت
2 min,2 دقيقة
quick to eat,سريع الأكل
ready to make,على استعداد لصنع
kaappuu,من أجل الحماية
wifey,Wifey
fulfilling demands,تلبية الطلبات
malls,مولات
jewelleries,مجوهرات
shaadi ke phele,قبل الزواج
before mariiage,قبل الزواج
after marriage,بعد الزواج
cermony,مراسم
haldi,حبس
rasam,رسام
mehendi,مهندي
expenses,نفقات
pati,نفسها
unlog ka,منهم
raja hai,الملك هاي
king of all,ملك الجميع
husband - wife,زوجة زوج
i wanted,أنا أردت
simple,بسيط
hsuband,الزوج
like you,مثلك
compalint,شكوى
]not like you,]ليس مثلك
lady of house,سيدة المنزل
kahavat,المثل
happy girl,فتاة سعيدة
happy lady,سيدة سعيدة
nanniji,ما الصيانة
ginger that,الزنجبيل
growing from,ينمو من
any side,أي جانب
phelana,الفلانا
spreading,ينتشر
badhana,لزيادة
disaster,كارثة
kapusharma,kapusharma
simpsons,سمبسنز
frank family,عائلة صريحة
MattGroening,MattGroening
comical,هزلي
Springfield.,سبرينغفيلد.
in bits and pieces,في القطع والقطع
piece by piece,قطعة قطعة
approved,وافق
good work,عمل جيد
yippy,نعم
ya ho,يا هو
and calm,والهدوء
Woo,وو
Hoo!,هو!
asked,طلبت
kuch bhi,أي شئ
ainvay bolneka,للتحدث بصوت عال
pakkav,Pakkave
dare to,مع من
yoyo honey singh,عسل يويو سينغ
knees,الركبتين
is he,هل هو
giving you,يعطى لك
woh kya,ما هذا
deraha hai,لقد تأخر الوقت
angry mood,مزاج غاضب
mooddy,مجنون
royal blue shirt,قميص أزرق ملكي
more time,المزيد من الوقت
titan,تيتان
rolex,رولكس
fast track,المسار السريع
men's watch,ساعة رجالية
bas hua,بس هو
bhaut der,فات الأوان
karahe ho,ماذا تفعل
want to,اريد ان
actually,في الواقع
kya chahte ho,ماذا تريد
saaf saaf bolo,تحدث بوضوح
be clear,كن واضحا
from here,من هنا
dont stay,لا تبقى
in front,امام
of my eyes,من عيني
just leave it,فقط دعها
go from here,اذهب من هنا
come back,عد
from,من عند
bunking,bunking
dont say,لا تقل
two of,اثنان من
them,معهم
are talking,يتحدثون
keep your,ابق
mouth,فم
okkk,جوك
are now,هم الان
weak,ضعيف
not strong,ليست قوية
kacha nimbu\,الليمون الخام
kuddos,مجد
bachkani harkat,فعل طفولي
you count,أنت تعد
10 numbers',10 أرقام
speed,سرعة
high speed,سرعة عالية
bas agaya,تلقيت للتو
aaj ke,اليوم
baad,بعض
aapko,لك
complaint,شكوى
accusation,الاتهام
dialog bollywood,حوار بوليوود
hindi movie,فيلم هندي
inclination,ميل
overjoyed,بسعادة غامرة
apologetic,اعتذاري
contrite,نادم
touched,لمست
old film,فيلم قديم
succhi,العصائر
apne,لدينا
lag jaati h,يبدو
bureaucratic,البيروقراطية
neta,المواد
samba,السامبا
political,سياسية
not give,لا تعطي
bnana,لجعل
indian neta,نيتا الهندي
bahart,بحر
country,بلد
without,بدون
nightmare,كابوس
imagination,خيال
slef,slef
effort,مجهود
endeavor,المسعى
how are you,كيف حالكم
block,منع
pause,وقفة
itt,هنا
barricade,متراس
equitable,العادل
doesnot,لا
in the trees,في الاشجار
papaji,باباجي
angry dad,أبي غاضب
you considered,كنت تفكر
home as,المنزل باسم
hotel?,الفندق؟
hotels,الفنادق
bapuji,بابو
from the,من
neighbourhood,حي
padhosi,أرسل
bajuwale,باجويل
sikho,تعلم
good manners,اخلاق حسنه
blue sweeter,سترة زرقاء
values,القيم
bheaving,الانحناء
good to,جيد ل
anymore,أي أكثر من ذلك
nai raha,لم يكن
nomore,لا أكثر
flying dad,أبي الطائر
will cut,سوف تقطع
my nose,أنفي
one day,يوما ما
insult,إهانة
badnami,القذف
izzat gavana,الاحترام
after getting elder,بعد أن كبر
will you,سوف تفعل
selll,بيع
potatos?,البطاطس؟
sweet potatos,البطاطا الحلوة
alooffry,alooffry
babuji,بابوجي
orange lungi,برتقالي طويل
u cant,لا تستطيع
do my son,تفعل ابني
my dear,عزيزي
its not,ليست كذلك
cup of,كوب من
what will,ماذا سوف
blue t shirt,قميص ازرق
frustated,محبط
boring son,نجل ممل
dhoti wale papa,دوتي بابا
have you,هل
understnad me,افهمنى
as your servant,كخادمك
wrong understanding,فهم خاطئ
misconception,اعتقاد خاطئ
showting,عرض
surprising,مدهش
zeus,زيوس
rap,موسيقى الراب
jaystar,مهرج
raftar,السرعة
imran,عمران
bohemia,بوهيميا
badshah,الملك
searching,يبحث
comparing,مقارنة
cheating,الغش
enjoying,الاستمتاع
testing,اختبارات
dashboard,لوحة القيادة
monday,يوم الاثنين
resignation,استقالة
admin,مشرف
peon,الكادح
cafetaria,كافتيريا
stayback,لا تقترب
smoker,المدخن
sutta-break,استراحة
yellow dress,ثوب اصفر
yellow top,قمة صفراء
lets meet,فلنلتقي
swipe right material,انتقد المواد الصحيحة
pink sweater,سترة الوردي
polo t shirt,لعبة البولو قميص
super like,أعجاب بشده
orange top,أعلى البرتقال
coffee mug,كوب من القهوة
ask out,نسأل
blue cardigan,سترة زرقاء
heart it,اؤذيها
swipe right,اسحب لليمين
pink top,زهري العلى
swipe left,اسحب لليسار
blue shirt,قميص أزرق
green top,قمة خضراء
mc donalds wrap,مولودية دونالدز التفاف
green shirt,قميص اخضر
red t,ر أحمر
red tshirt,الزى الأحمر
blue jeans,جينز أزرق
big burger,برجر كبير
extra fries,إفريز إضافي
tomato sauce,صلصة الطماطم
indian suit,بدلة هندية
tights,لباس ضيق
leggings,سروال ضيق
sports wear,ملابس رياضية
pink tp,TP الوردي
easy shopping,التسوق السهل
flipkart delivery,تسليم فليبكارت
delivery man,رجل التوصيل
courier,التوصيل
online shopping,التسوق عبر الانترنت
delivry,توصيل
flipkart pe shopping,فليبكارت في التسوق
shopping on flipkart,التسوق على flipkart
chill maar,قشعريرة
credit card shopping,التسوق ببطاقات الائتمان
easy emi,من السهل القيام به
debit card,بطاقة ائتمان
delivery boy,فتى التوصيل
red top,رأس أحمر
trusted app,تطبيق موثوق
led tv,أدى التلفزيون
lcd tv,تلفزيون ال سي دي
buying,شراء
flipkart,فليبكارت
new box,مربع جديد
new clothes,ملابس جديدة
orange dress,فستان برتقالي
mac,ماك
lenovo,لينوفو
hp,حصان
dell,ديل
mobile shopping,التسوق المحمول
bedroom,غرفة نوم
furniture,أثاث المنزل
coat,معطف
deals,صفقات
shopping on mobile,التسوق على الهاتف المحمول
flipkart app,التطبيق فليبكارت
mobil,السيارة
dreaming,يحلم
flipkart shopping,التسوق فليبكارت
hottest destination,أهم وجهة
shopping online,التسوق عبر الإنترنت
shop and save,تسوق ووفر
offers,عروض
sales,مبيعات
save money,حفظ المال
red t shirt,تي شيرت أحمر
striped top,أعلى شريطية
taste of life,طعم الحياة
girl holding bottle,فتاة تمسك زجاجة
bottle of coke,زجاجة من فحم الكوك
holding bottle,عقد زجاجة
share happiness,سهم السعادة
softdrinks,المشروبات الغازية
professional wear,ارتداء المهنية
wrist band,عصابة المعصم
shake up party,هزة الحزب
red dress,فستان أحمر
real thing,شيء حقيقي
white pants,بنطال ابيض
lets have,فلنحصل على
crop top,اعلى المحاصيل
love coke,أحب فحم الكوك
track pants,تتبع السراويل
opener,فتاحة
open happiness,السعادة المفتوحة
want pizza,تريد بيتزا
black jeans,جينز أسود
grey jeans,جينز رمادي
lets eat,لنأكل
food delivery,توصيل طلبات الطعام
bags of food,أكياس طعام
jeas,jeas
lets meet up,دعنا نلتقي
meet up,نلتقي
hang out,يتسكع
dinning,الطعام
restaurant booking,حجز مطعم
food joke,نكتة الطعام
cooking tonight,الطبخ الليلة
flames,اللهب
like it hot,مثلها ساخنة
taco bell,تاكو بيل
mexican tacos,التاكو المكسيكي
food talks,محادثات الغذاء
midnight delivery,تسليم منتصف الليل
midnight bites,لدغات منتصف الليل
mdnight food joints,مفاصل منتصف الليل الغذائية
midnight food,طعام منتصف الليل
midnight food joints,مفاصل منتصف الليل الغذائية
late night order,طلب في وقت متأخر من الليل
plane,طائرة
lollypop,مصاصة
bhojpuri,البهوجبرية
lolas,لولا
asd,ASD
ddd,دد
lahnga,التنورة
uthadeb,Upheb
chokariya,شكريا
golgappa,جولجابا
pardesh,الدولة
lechala,الحديقة
lagalba,لاجالبا
betaji,نجل
patak,جدول
marab,العربية
jia,أضف
mehraru,مهرورو
chahi,الطلب
hamka,هامكا
lagal,كذب
goriya,التضحية
curent,تيار
Tamilgreetings,تحية التاميل
bangla,البنغالية
regional,إقليمي
newspaper,جريدة
newday,يوم جديد
curd,تخثر
dhoti,الدوتي
traditiona,تقليدي
bangali,البنغالية
roshogolla,روشوجولا
indonesia,إندونيسيا
soekarno,soekarno
quote,اقتبس
kartini,كارتيني
mothersday,يوم الأم
words,كلمات
pancasila,بانكاسيلا
muffin,الكعك
widdow,أرملة
marvel,أعجوبة
gamora,gamora
guardians,الأوصياء
harley,هارلي
quinn,كوين
comics,كاريكاتير
supergirl,فتاة خارقة
laura,لورا
xmen,Xmen
wanda,واندا
avengers,المنتقمون
kiara,كيارا
ancient,عتيق
female hero,البطل الأنثوي
freedom fighter,محارب للحرية
freedom hero,بطل الحرية
bluepant pinkshoes,الأحذية الزرقاء بانت الوردي
bharat mahaan,الهند رائعة
india is great,الهند رائعة
Darksheid,داركشيد
Darkseid,Darkseid
super man,رجل عظيم
green lantern,فانوس أخضر
Cyborg,سايبورغ
aquaman,Aquaman
salam,تحياتي
islami,إسلامي
muslim,مسلم
islamic,اسلامية
seding,صقيل
astagfirullah,أستغفر الله
inalillahi,inalillahi
islam,دين الاسلام
subhanallah,سبحان الله
masyaallah,masyaallah
alhamdulillah,الحمد لله
taaruf,التعارف
yarhamukallah,yarhamukallah
wallahualam,واللهام
jazakallah,جزاك الله
tabayyun,متوتر
DEVOTIONAL,خيالي
dhinchak,Dincake
girly,جرلي
hip,ورك او نتوء
GODESS,إله
LAKSHMI,لاكشمي
SHIVA,شيفا
puasa,صوم
ramadhan,رمضان
sahur,السحور
tarawih,التراويح
buka,افتحه
berbuka,تفطر الصائم
assalamualaikum,assalamualaikum
waalaikum,نفس الشيء بالنسبة لك
jazakalla,جزاكلا
tabayun,tabayun
cow boy,فتى بقرة
hippie,الهبي
tattoo,وشم
electric guitar,جيتار كهربائي
platform,منصة
hot pants,سراويل مثيرة
cave,كهف
gramophone,الحاكي
motorcycle,دراجة نارية
chakkhna,الأذواق
kholte,افتح
kanchha,kanchha
setting,ضبط
karade,بسبب
यार,يا صاح
बड़ा भाई,الأخ الأكبر
बेस्ट भाई,أفضل أخي
दोस्त,صديق
दोस्ती,الصداقة
यारी,ياري
बॉडी,الجسم
चेस्ट,الصدر
शुबरात्रि,تصبح على خير
रात्रि,الليل
नींद,نم
सोना,الذهب
सपने,الأحلام
मीठे सपने,أحلام سعيدة
चाँद,القمر
तारे,النجوم
बकरी,الماعز
लेटना,استلقي
पार्टी,الحزب
कुशिया,كوسيا
महोत्सव,مهرجان
जशन,جاشان
जन्मदिन,عيد ميلاد
मुबारक,سعيد
ब्रेकअप,تفكك
गुब्बारे,بالونات
मज़्ज़े,إستمتع
मस्ती,مرح
घूमना,للتجول
