bobble,बकबक
asfawf,पows्क्तिहरू
wfw,wfw
frg,फराज
exiited,exiited
alram,राम
swetar,स्वेटर
parakhnali,टेस्ट ट्यूब
achool dress,स्कूलको पोशाक
batti,हजुरआमा
stereo,स्टेरियो
kamez,Kamza
daungry,डंग्री
sea horse,समुद्री घोडा
samudri ghoda,समुद्री घोडा
chasme,चश्मा
washing machine,लुगा धुने मिसिन
earing,कमाई
nail paint,न n पेन्ट
chimini,बेवकूफ
gehene,गयो
virgin mojito,कुंवारी mojito
lemon,कागती
nimbu,कागती
jhande,झण्डा
Thor costume,थोरको पोशाक
thor ki paushak,थोरको पोशाक
gale ka vastra,घाँटी लगाउने
khatre ka nishan,खतरा चिन्ह
khopdi,खोपडी
comic blast bubble,हास्य ब्लास्ट बबल
beer ka glass,बियर का गिलास
imaraten,भवनहरू
angy,एन्जी
chunkna,छनौट गर्न
gold coins,सुनको सिक्का
sone ke sikke,सुनको सिक्का
nikaar,निकोर
goliyan,बुलेटहरू
kamar band,ब्यान्ड कोठा
iron man costume,फलाम मानिस पोशाक
iron man ki poshak,फलामको पोशाक
book shelf,बुक शेल्फ
hawaijahaz,तिनीहरू आउँदैनन्
watering can,हजारी
landmark sign,स्थल चिन्ह
khaddiyon ka dhancha,राइन संरचना
gajra,गजरा
agni,अग्नि
mendhak,चढाई
saffron clothes,भगवा लुगा
narangi kapde,सुन्तलाको लुगा
almirah,almirah
almari,कोठा
borad,बोराड
nariyal,नरिवल
chinti,कमिला
saanp,साँप
vegetable,सागसब्जी
chemicals,रसायन
bee,मौरी
makhi,माखी
dungre,dungre
rupae,रु
earthern pot,माटोको भाडा
sugery dress,शल्य पोशाक
dawakhana,dawakhana
haspatal,अस्पताल
doctor dress,डाक्टर पहिरन
dawakana,घोडा
hoodiee,हुडी
inners,भित्री
kurtha pijama,कुर्ता पजामा
mitai,मनपर्‍यो
cat woman,बिरालो आइमाई
underware,अन्डरवेयर
hoota,फूल
hand shower,हात नुहाउने
jhootha,झूटा
toopaki,toenail
jootha red,तातो रातो
fancy super hero,फैन्सी सुपर हीरो
bore pump,बोर पम्प
village man,गाउँ मान्छे
baby tiger,बच्चा बाघ
tigeress,Tigeress
shair,शायर
tupaki,भेट्नु
tape recorder,टेप रेकर्डर
tape,टेप
jonny bravo,जोनी ब्रावो
miss incredible,अविश्वसनीय सम्झना
green character,हरियो चरित्र
green fancy dress,हरियो फेन्सी पोशाक
masterchefs,मास्टरचेफहरू
bread man,रोटी मानिस
batman costume,ब्याटमैन पोशाक
chinese clothes,चिनियाँ लुगा
chandi chowk to china,चीनलाई चन्डनी चौक
green lantern costume,हरियो लालटेन पोशाक
green lantern ki poshak,हरियो लालटेन पोशाक
ghost rider,भूत सवार
goluu,गल्फ
blue ball,निलो बल
under wear,पहिरन मुनि
justin beiber,जस्टिन बिबर
peace locket,शान्ति लकेट
boy with guitar,गितार भएको केटा
x men costume,x पुरुषहरूको पोशाक
plak,रेकर्ड
bandok,bandok
brain tshirt,दिमाग tshirt
fences,बाड
jutil,jutil
handwash,हात धुने
tissue box,टिश्यु बक्स
tissue paper,पुछ्ने कागज
tara,कोड
bat girl dress,ब्याट केटी पोशाक
kirt,kirt
kalai bandh,कलाई बाँध्नु
catori,ERS
ande,कम
chiriya,चरा
challa,चाला
sea shells,समुद्री खोलहरू
palatte,फ्लिपिंग
bibs,bibs
kuchhi,केहि
scrue,scrue
hathauri,हथौड़ा
cylinder,सिलिन्डर
kadai,चुनौतीहरू
huggies,hugigs
khilaune,खेलौना
potty tray,पोटी ट्रे
toilet kagaj,शौचालय कागज
potty dabba,पोटी डाब्बा
neck band,घाँटी ब्यान्ड
gala bandh,पर्व बन्धन
spegdy,स्पिग्डी
samchar patra,संचार पत्र
wood box,काठको बाकस
lakadi ka dabba,काठको केस
gulad,Gulad
steering,स्टीयरिंग
gula,gula
dhanus,Dhanush
champane,Champane
uphaar,उपहार
aerrow,एरो
coffie,कफी
tobacco,सुर्ती
calender,पात्रो
switch,स्विच
charger,चार्जर
marie go round,मारी गोल गोल
salwwar,साल्भावर
salwar kameex,सलवार कमीज
jug water,जग पानी
mithaiyaan,मिठाइ
thela,म चाहन्थें
paintings,चित्रहरु
bely,बेली
golgappal,गोलगप्पल
lollipop,ललीपप
jala,खुट्टा
anghooti,anghooti
angooti,औंठी
pine apple,पाइन स्याउ
anghootiyan,anghootiyan
doughnut,डोनट
donoght,डोनट
naqsha,योजना
stickers,स्टिकर
attaichi,त्यहाँ १ थियो
takhta,सिंहासन
dialogue box,संवाद बाकस
sate,satay
makanan,खाना
masakan,पकाउँदै
madura,मदुरा
gudeg,तातो
jogja,जोगजा
solo,एक्लो
pempek,पेम्पेक
palembang,पालेमबाang
nasigorengmawut,nasigorengmawut
nasigoreng,nasigoreng
jawatimur,जावातीमुर
Gadogado,Gadogado
jakarta,जकार्ता
tumpeng,शंकु
jawa,जाभा
baso,बास
bakso,मीटबलहरू
malang,दुर्भाग्य
masakanan,खाना
ikanbakar,Kambakar
manado,मनाडो
ikan,माछा
keraktelur,स्ट्रेचर
rendang,रेन्ड्या
sumatera,सुमात्रा
ayam,कुखुरा
betutu,betutu
ayambetutu,कहिले असफल हुँदैन
bali,बाली
papeda,papeda
papua,पपुवा
shankar,शhan्कर
nag,नाग
panchami,पंचमी
bani,पैसा
sairs,sairs
hasle,ह्यास
chalega,चल्नेछ
bhn,bhn
लड़ाई छेद,प्वाल प्वाल
छेड़ना,चिढाउनु
रक्षा बंधन,रक्षा बन्धन
friendship day,मित्रता दिन
frnd,frnd
Ola,ओला
jokes,चुटकुले
rishtedari,रिश्तेदारी
meme,meme
SMP,मध्य विद्यालय
SMA,उच्च विद्यालय
sekolah,स्कूल
generasipenerus,जेनेरासिपेनेरस
TNI,TNI
tentara,सेना
angkatanudara,वायु सेना
TNIAU,TNTS
Hari kemerdekaan,स्वतन्त्रता दिवस
tujuhbelasan,Tujuhbelasan
upacara,समारोह
paskibraka,paskibraka
bendera merah putih,रातो र सेतो झण्डा
veteran,अनुभवी
tujuh belasan,सात दर्जन
angkatan udara,वायु सेना
angkatan darat,सेना
angkatan laut,नौसेना
presiden,राष्ट्रपति
anak sekolah,स्कूलको बच्चा
Pramuka,स्काउटिंग
tunas kelapa,नरिवल टाउको
berkemah,शिविर बाहिर
semaphore,सेमेफोर
slum,बस्ती
millionare,करोडपति
millonare,करोडपति
perlombaan,दौड
nyanyi,गाउनु
indonesiaraya,इन्डोनेशिया
balon,बेलुन
kanhiya,कन्हैया
independence day,स्वतन्त्रता दिन
krishan,krishan
kanha,कान्हा
marrige,विवाह
farmville,Farmville
hindustan,हिन्दुस्तान
asia,एशिया
2018,२०१
tenis,टेनिस
annabelle,annabelle
deshbhakti,देशभक्ति
model,मोडेल
viral pose,भाइरल पोज
tell me,मलाई भन
gapati,gapati
chathurthi,चतुर्थी
festivle,तिहार
annabele,annabelle
200,२००
new note,नयाँ नोट
rs,आरएस
onam,ओनाम
bandookbaaz,शटगन
pvr,PVR
ram rahim,गर्भाशय भेडा
asharam,आशाराम
rampal,र्याम्पल
genius,प्रतिभा
puzzle,पजल
rahim,रहिम
gurmit,गुरमीत
sentencing,सजाय
security,सुरक्षा
guard,गार्ड
hockey',हकी
chak de,प्रत्येक दुई
alert,सतर्क
high tide,उच्च ज्वार
be safe mumbai,सुरक्षित मुम्बाई हुन
badh,बढेको
helpline number,हेल्पलाइन नम्बर
devgun,देवगन
baadshaho,सम्राट
savita,सविता
savita bhabi,सविता भाभी
porn,अश्लील
sunny leon,सनी लियोन
mia khalifa,कस्तो उत्तराधिकारी
mazhab,गुट
टावर,टावर
आजा पार्टी करते हैं,पार्टी गरौं
घर का खाना,गृह खाना
कुछ समझ नहीं आरा,कुनै मतलब छैन
दारू चाइए,चाई प्या
पेट दर्द,पेट दुखाई
break up,छुट्टिनु
sonaskshi sinha,Sonasakshi sinha
Bajul Ijo,बजुल
suporter,समर्थक
persebaya,सेबेबाया
sepakbola,फुटबल
Bonek,Bonek
Bonita,Bonita
Persija,पर्सीजा
Macan Kebayoran,टाइगर केबायोरन
The Jakmania,Jakmania
Maung Bandung,माउंग बन्डु
Persib,Persib
Bobotoh,बोबोटोह
Elang andalas,Andalas ईगल
Sriwijaya FC,श्रीविजय एफसी
Singo edan,पागल सिंगो
arema,arema
Aremanita,अरेमेनाइट
Semen padang,क्षेत्र सिमेन्ट
padang,प्याडॉक
kabau sirah,महोदय सर
spartack,स्पार्टक
press,प्रेस
technology,टेक्नोलोजी
indians,भारतीयहरू
can do,गर्न सक्छु
ambani,अंबानी
prey,सिकार
mauz,माउज
newton,न्यूटन
theatre,थिएटर
guesses,अनुमान
any,कुनै
quiz,क्विज
lucknow,किस्मत
central,केन्द्रीय
simran,सिमरन
ratings,रेटिंग्स
rating,रेटिंग
kangna,कंगना
farhan,farhan
akhtar,अख्तार
iPhone8,iPhone8
iphone,आईफोन
iphone 8,आईफोन।
mahnga,महँगो
sasta,सस्तो
iPhoneX,आईफोन एक्स
iPhone10,आईफोन १०
mahnga phone,महँगो फोन
face recognization,अनुहार मान्यता
hindi diwas,हिन्दी दिवा
ranout,रनआउट
movie chale,चलचित्र
achi movie,अचि चलचित्र
restaurent,भोजनालय
KBC,KBC
kon banega crorepati,को करोड़पति हुने छ
amitabh,अमीताभ
banta,बनाउनुहोस्
chutkula,मजाक
hansi ke fuhare,हाँसो
Patah hati,हड्डी भाँचियो
sakit hati,चोट पुर्‍याउनु
cinta,माया
pacar,प्रेमी
galau,दु: खी
atah hati,मुटुमा
navratri,Navratri
dashhara,दशहरा
jai mata di,ध्यान दिनुहोस्
devi maa,देवी मा
daandiya,छडी
tyohaar,चाड
haseen parker,haseen पार्कर
sanjay,सान्जय
dutt,दत्त
bhoomi,जग्गा
haseena,हाँसो
parker,पार्कर
durga pooja,दुर्गा पूजा
querry,प्रश्न
resoning,अनुनाद
jod,आयोडिन
se bolo,यदि केक
durga puja,दुर्गा पूजा
dasehra,दशहरा
funny joke,हास्यास्पद ठट्टा
hansi,हंस
chutkulla,मजाक
dushehra,आत्मा
bajarang,बजरंग
hanuman,हनुमान
jai bajarang bali,जय बजरंग बाली
jai shree ram,जय श्री राम
lord ram,भगवान भेडा
judwa2,जुडवा २
judwa,जुम्ल्याहा
going for movie,चलचित्रको लागि जाँदै
movie ratings,चलचित्र रेटिंग्स
doing fun,रमाईलो गर्दै
romantic mood,रोमान्टिक मुड
enjoying with girlfriend,प्रेमिकाको साथ रमाईलो गर्दै
ghar par hi hu bhai,भाइ घरमा
sunday hai aaj,आज आइतबार हो
movie chal,चलचित्र चल
playing guitar,गितार बजाउँदै
gana baja du,गण बाजा डु
guitar sunoge,के तपाई गितार सुन्नुहुन्छ?
mera gana sun le,मेरा गण सन ले
at home,घरमा
fun at home,घरमा रमाइलो
with girlfriend,प्रेमिका संग
alya bhatt,आलिया भट्ट
rajpal yadav,राजपाल यादव
rajpal,राजपाल
yadav,yadav
alya bhaat,आलिया भट्ट
Wayang golek,पपेट शो
sunda,सुन्डानीज
lokal,स्थानीय
Wayang,कठपुतली
budaya,संस्कृति
angklung,Angklung
alat musik,वाद्ययन्त्र
jaipong,जयपाong
tarian,नृत्य
sisingaan,sisingaan
bajidor,bajidor
Rampak gendang,Rendang ड्रम
musik,संगीत
awug,अवग
Kuda renggong,घोडा
Lalab,lalab
Maenpo cikalong,राम्रो काम
silat,सिलेट
jajaka,स्नातक
adat,डाटा
mojang,mojang
My Little Pony,मेरो सानो घोडी
pony movie,पोनी चलचित्र
I love cartoon,मलाई कार्टुन मन पर्छ
so cute,धेरै राम्रो
dedh sara pyar,एक र एक आधा प्रेम
pony,टट्टू
bhut pyara,धेरै राम्रो
cartoon movie,कार्टुन चलचित्र
kids channel,बच्चाहरू च्यानल
bacho wali bat,बाँकी चीज
hans lo bhai,हाँस्नु भाई
Ratu laut selatan,दक्षिण सागर रानी
hantu,भूत
misteri,एक रहस्य
mistis,रहस्यमय
karwa chauth,कर्वा चौथ
chauth,चौथ
karwa,यो सकियो
vrat,घाँटी
patni,पत्नी
aaj karwa chauth hai,आज कर्वा चौथ हो
karwa chauth ka vrat,कर्वा चौथको लागि उपवास
banking,बैंकि
ban,आधा
supreme court,सर्वोच्च अदालत
uch nyayalay,उच्च अदालत
buy patakha,बुया क्र्याकर
subh diwali,शुभ दिवाली
subh dipawali,शुभ दिवाली
dont burn crackers,क्र्याकरहरू जलाउनु हुँदैन
crackers ban,क्र्याकर्स प्रतिबन्ध
haapy dipawali,हार्दिक दीपावली
subh,बिहान
nyayalay,अदालत
going home in diwali,दिवाली मा घर जाँदै
have a blast this diwali,यो दिवाली एक विस्फोट छ
burning rocket,जलिरहेको रकेट
have a blast,एक विस्फोट छ
buying rocket,रकेट किन्न
safe dipawali,सुरक्षित दिवाली
safe diwali,सुरक्षित दिवाली
pollution free diwali,प्रदूषण रहित दिवाली
patakha mat jalao,पटाखे जलाउनु हुँदैन
pollution bhut hai,प्रदूषण धेरै छ
pollution ho jata hai,पालिश हुन्छ
crackers free diwali,क्र्याकर्स फ्री दिवाली
pollution mask,प्रदूषण मास्क
wear pollution mask this diwali,यो दिवाली प्रदूषण मास्क लगाउनुहोस्
ban crakcers,क्र्याकरहरू प्रतिबन्ध
uuch nyayalay,उच्च अदालत
mask pahno bhai,भाइले मास्क लगाएका थिए
pollution bhut ho jaega,प्रदूषण बिर्सिनेछ
pollution bhut ho gaya,प्रदूषण पर्याप्त छ
say no to crackers,क्र्याकर्सलाई हैन
lets breath this diwali,यस दिवालीलाई सास दिन्छ
dhanteras,धनतेरस
happy dhanteras,हर्षित धन्तेरस
subh dhanteras,धन्य धनतेरस
is baar dhanteras me kya loge,यस पटक तपाईलाई धनतेरसमा के हुन्छ
dharteras ki mubarakbad,धन्य धरातारस
pollution ho jata hai yaar,मित्र प्रदूषित हुन्छ
pollution ho gayi,पालिश गरिएको
mat jalao patakhe,क्र्याकर्स फायर नगर्नुहोस्
kyo jalate hai patakhe,किन पटाखा
bhai patakhe is baar nahi jalaunga,यस पटक भाइ पटाखे जलाइने छैन
supreme court crackers ban,सर्वोच्च अदालत क्र्याकर्स प्रतिबन्ध
patakha ban ho gaya,क्र्याकर बन्नुहोस्
delhi me bhut pollution hai yaar,मान्छे दिल्ली मा धेरै पॉलिश छ
mask pahanna padega,मास्क लगाउनु पर्छ
mask laga lunga,मास्क फिक्स फोक्सो
mask kharid lo,एक मास्क किन्नुहोस्
mask chahiye,मास्क चाहानुहुन्छ
pollution mask chahiye,पालिशिंग मास्क आवश्यक छ
indonesian,इन्डोनेशियाई
satay,satay
anak,बच्चा
thief,चोर
babi,सुँगुर
cemetery,चिहान
ratu,रानी
pelayan,एक वेटर
pohon,रूख
hutan,जंगल
suster,बहिनी
fire crackers,पटाखा
aanar,आदर
pocong,pocong
kuburan,चिहान
Golmaal,गोलमाल
golmaal again,फेरी खेल्नुहोस्
movie dekhne chale,चलचित्रहरूमा जानुहोस्
kya mast movie hai,कस्तो राम्रो चलचित्र
aaj pvr chalte hai,आज pvr जान्छ
movie show time,चलचित्र कार्यक्रम समय
horor,त्रास
golmaal movie,गोलमाल चलचित्र
ajay devgun,अजय देवगन
pvr show,pvr शो
mast movie hai yaar,मस्त चलचित्र है यार
golmaal dekhi kya,ब्रेकअप हेर्नुहोस्
golmaal dekhne ja raha hu,ब्रेकअप हेर्न जाँदै
golmaal kaisi movie hai,गोलमाल चलचित्र कस्तो छ
pvr ja raha hu,Pvr मा जाँदै छ
going pvr,Pvr जाँदै
watching golmaal again,गोलमाल फेरि हेर्दै
bayi,बच्चा
Airport,एयरपोर्ट
Wsiata,Wsiata
Liburan,छुट्टी
Patung,मूर्ति
Wisata,यात्रा
Kera,संग
Sunset,सूर्यास्त
Diving,डाइभिंग
Menyelam,डाइभिंग
Berjemur,सनबाथिंग
sunbathing,घाम डुबाउनु
Ombak,छालहरू
Selancar,सर्फिंग
Monumen,स्मारक
Island,टापु
Pulau,टापु
Sawah,चामल क्षेत्रहरू
Hijau,हरियो
Barong,बारong्ग
chhat puja,छठ पूजा
happy chhat puja,खुशी छतको पूजा गर्नुहोस्
happy chhath puja,छठ पूजा मुबारक
chhath,छठ
sardi,सर्दिनियन Name
padmavati,पद्मावती
dipika padukone,दीपिका पादुकोण
ranveer singh,रनवीर सिंह
mersal,पठाइयो
tamil movie sticker,तामिल चलचित्र स्टिकर
tamil movie,तामिल चलचित्र
south indian movie,दक्षिण भारतीय चलचित्र
rafery,राफरी
justice,न्याय
league,लिग
superheroes,सुपरहीरो
justice league,न्याय लिग
happy halloween,खुशी नमस्कार
pumkin,पम्किन
horror night,डरलाग्दो रात
korean,कोरियाली
descendant,वंशज
helicopter,हेलिकप्टर
Descendants,तलका
salute,सलाम
hormat,आदर
telepon,टेलिफोन
hollywood movie,हलिउड चलचित्र
angreji movie,Angreji फिल्म
hindi dubbed,डब छैन
movie dekhne chaloge,के तपाईं चलचित्रहरूमा जान सक्नुहुन्छ?
i am look like fighter,म लडाकु जस्तो देखिन्छु
main rakshak hu,मेन गार्ड I
thor latest movie,थोर पछिल्लो चलचित्र
ragnarock,ragnarock
I  am super hero,म सुपर नायक हुँ
main super hero hu,मुख्य सुपर नायक हू
dekho meri power,मेरो शक्ति हेर्नुहोस्
I am with hulk,म हल्कको साथ छु
hulk with me,मसँग हल्क
hulk wali movie hai yaar,हल्क एक चलचित्र हो
hulk ke sath hu,म हल्कसँग छु
heal,निको
millitary,सैन्य
tali,यी
sepatu,जुत्ता
lace,फीता
actresses,अभिनेत्रीहरु
dipika ke sath hu,म दीपिकासँग छु
meri girlfriend hai ye,यो मेरो प्रेमिका हो
chalo nachu,नाच गरौं
come with me,मसँग आउ
akki,नि: शुल्क
katrina,katrina
kaif,कसरी
meri maal hai,मेरो सामान हो
janu hai tu meri,तपाईं मेरो प्रिय हुनुहुन्छ
main tera hero hu,मुख्य तेरा नायक हू
tu chij badi hai mast mast,तपाईं एक ठूलो कुरा हो
kamal ki hai tu,तपाईं आश्चर्यजनक हुनुहुन्छ
baywatch,baywatch
priyanka,प्रियंका
meri jaan priyanka,मेरो माया प्रिय
kamal ki ladki hai,अचम्मै केटी
mast maal hai yaar,राम्रो सामान
bhatt,भट्ट
pyari si girlfriend,प्यारी सी गर्लफ्रेंड
nachogi mere sath,के तिमी मसँग नाच गर्छौ?
dance with me,म संग नाच
party tonight,आज राती पार्टी
okay janu,ठीक छ जानू
wow janu,वाह जानू
shradha kapoor,श्रद्धा कपूर
meri god me aa ja,मेरो गोदमा जानुहोस्
love you honey,तिमीलाई माया गर्छु प्रिय
maal hai yaar,सामान मित्र
gajab ki hai wo,उनी अचम्मै छिन
sunny leone,सनी लियोन
I have two girlfriend,मेरो दुई प्रेमिका छ
two sexy girl,दुई सेक्सी केटी
love you janu,तिमीलाई जानु माया गर्छु
will hug you,तपाईंलाई अंगालो हाल्नेछ
kaala chashma,कालो चश्मा
militer,सेना
nyetir,ड्राइभ
nangis,रुनु
silau,चकित
sunny,घमाइलो
decendants,वंशज
senjata,हतियार
obat,औषधि
odd-even,जोड बिजोड
Shikaar,शिकार
shikaar to sab karte hai,सबै जना शिकार गर्दछन्
par tiger se behtar koi nahi karta,तर कसैले पनि यो बाघ भन्दा राम्रो गर्दैन
tiger zinda hai,बाघ जीवित छ
movie tickets,चलचित्र टिकटहरू
book movie tickets,चलचित्र टिकट बुक गर्नुहोस्
book my show,मेरो कार्यक्रम बुक गर्नुहोस्
katrina kaif,क्याट्रिना कसरी
we stand for peace,हामी शान्तिको पक्षमा छौं
salman khan movie,सलमान खान चलचित्र
pver,pver
salman katrina,सलमान कत्रिना
fighting in waar,सत्यमा झगडा गर्दै
firing,गोलीबारी
mere paas bandook hai,मसँग शटगन छ
main ladai karne ja raha hu,म लडाई गर्न जाँदैछु
salman ki new movie,सलमान की नयाँ फिल्म
dhokhebaaz,ठग
fukrey,fukray
fukrey returns,fukrey फर्काउँछ
fukrey 2,fukrei 2
fukrey kab aa rahi hai,यो कहिले आउँछ?
fukrey aa gayi hai yaar,मित्र यहाँ छ
fukrey ki trailer dekhi,आउनुहोस् फुकरमा के ट्रेलरहरू छन्
abe fukrey 2 aa rahi hai,अबे फुक २ आउँदैछ
fukrey dekhne chaloge kya,के तपाईं फिक्स्चर हेर्न जानुहुन्छ?
fukrey returns aa rahi hai,फुकरे रिटर्न्स आउँदैछ
chucha,chucha
soja,सोयाबीन
uth jaa,उठ्नुहोस्
aaj ka vichar,आज का विचर
samachar,समाचार
suvichar,राम्रो समाचार
shubh pratah,शुभ प्रभात
Motor,मोटर
Cewek,केटी
Cabe,यो हुनु पर्छ
Jalanan,सडकहरू
gank,gank
geng,अधिक
penjahat,खलनायक
gril,ग्रिल
balapan,दौड
cowok,केटा
pembalap,रेसर
atraksi,आकर्षण
gila,gila
razia,छापा
raids,छापा
polisi,पुलिस
spg,spg
firangi,फिरंगी
kapil,कपिल
comedy movie,हास्य चलचित्र
comedy scene,हास्य दृश्य
angrej,अ .्ग्रेजी
angrejo ko bhaga diya,ब्रिटिश चलायो
boncengan,मिलियन
कुक मॉम,कुक आमा
माँ के लड्डू,मा लाडू
hari ibu,आमाको दिन
bunda,गधा
DC,DC
happy new year 2018,नया वर्ष २०१ happy को शुभकामना
naya saal,नयाँ वर्ष
nav varsh,नववर्ष
mukkabaaz,मुक्केबाजहरू
नहाना,नुहाउनु
AAA choo!,AAA चुनाव!
पेड़,रूख
फ़ोन,फोन
इंतज़ार,प्रतीक्षा गर्नुहोस्
लड़,झगडा गर्दै
नज़र,लुक
ख़तम,उत्तम
भड़क भड़काऊ,भडकियो
देर इंतज़ार,ढिला पर्खनुहोस्
घड़ी,घडी
नाराज़,रिसाएको
captain amerika,Ka p tame ameri
mukka baaz,हक हक
zinda,जीवित
sabke,सबैको
christmas party,क्रिसमस पार्टी
snata claus,सान्टा क्लाउज
nay saal,नयाँ वर्ष
snow man,हिउँ मानिस
happy christmas,क्रिश्मसको शुभ कामना
कबाड़,जंक
new beginning,नयाँ सुरुवात
welcome 2018,स्वागतम २०१।
party all night,रातभर पार्टी
let’s party,पार्टी गरम
lets have a party,एक पार्टी गरौं
new year 2018,नयाँ वर्ष २०१।
wish you a happy new year,तपाईलाई नयाँ सालको शुभकामना
naya saal mubarak ho,नयाँ वर्षको शुभकामना
party 2018,पार्टी २०१
anushka,अनुष्का
anushka sharma,अनुष्का शर्मा
new year resolution,नयाँ वर्ष रिजोलुसन
bye bye 2017,बाई २०१ 2017
new year new me,नयाँ वर्ष नयाँ मलाई
nana saal,नाना साल
ज़्यादा,अधिक
अफ़सोस,माफ गर्नुहोस्
फ़ोन्स,फोनहरू
ज़माने,युग
नरगाज़ी,नरगाजी
अख़बार,अखबार
पेड़ बहुत,रूख धेरै
padman,प्याडम्यान
padman dekhne chale,प्याडम्यान हेर्न गए
padman aa rahi hai,पद्म आउँदैछ
alshay,alshay
aa gale lag ja,एक घाम लाग्ने जा
traval,यात्रा
Portrait,पोर्ट्रेट
pic,चित्र
aadhaar,आधार
aadhar,आधार
aadhaar card,आधार कार्ड
aadhar card,आधार कार्ड
aadhhar card,आधार कार्ड
link,लिंक
chai ho jaye,चिया पिऔं
saubah ho gai hai,बिहानी छ
cofffee ho  jaye,कोफ्फी हो
thand lag rahi hai,चिसो महसुस
hath sekh lo,हात शेख कानून
mene aag laga di hai,मैले आगो लगाए
aag lag chuki hai,आगो लाग्यो
fog bahut hai,धेरै धुन्ध
fog,कुहिरो
pinut,बदाम
mungfali,बदाम
moongfali,बदाम
taiyar,तयार
shimla,शिमला
guru purab,गुरु पूर्व
golden temple,सुनौलो मन्दिर
wahe guru,वाहे गुरु
Amritsar,अमृतसर
golden tepmle,सुनौलो मन्दिर
namste,namste
Lohri,लोहरी
happy lohri,खुशी लोहारी
punjabi dance,पंजाबी नृत्य
good moring,शुभ प्रभात
happy pongal,खुशी पोंगल
pongal,पोंगल
Happy Makar Sankranti,खुशी मकर वालपेपर
makar sakranti,मकर सक्रान्ति
makar sankranti,मकर संक्रान्ति
sankranti,संक्रांति
sakranti,गतिविधि
happy republic day,शुभ गणतन्त्र दिवस
26 january,२an जनवरी
gantantra divas,गणतन्त्र दिवस
walk free,खुल्ला हिंड
safe free,सुरक्षित
foji,सैन्य
fojy,fojy
padmavat,पद्मावत
sanjay leela bhansali,संजय लीला भन्साली
bhansali,भन्साली
stop corruption,भ्रष्टाचार रोक्नुहोस्
inda,tendril
hindustaan,हिन्दुस्तान
be a real hero,एक वास्तविक नायक हुन
bhagat singh,भगत सिंह
subhash chandra boss,सुभाषचन्द्र बोस
chandra shekhar azad,चन्द्र शेखर आज़ाद
ambedkar,अम्बेडकर
women will walk free,महिला स्वतन्त्र हिंड्नेछन्
one man army,एक मान्छे सेना
heights,उचाइ
seena,चिनियाँ
jhaanki,झांकी
stunt,स्टन्ट
DP,DP
vasant panchami,वसन्त पंचमी
sarasvti mata,सरस्वती आमा
sarasvati,सरस्वती
sarasvati mata,सरस्वती भोट
real hero,वास्तविक नायक
republic day parade,गणतन्त्र दिवस परेड
pad man,प्याड मानिस
Valentine week,भ्यालेन्टाइन हप्ता
Valentine days,भ्यालेन्टाइन दिनहरू
Valentine Schedule,भ्यालेन्टाइन तालिका
Happy chocolate day,खुसी चकलेट दिन
hug day,अंकमाल दिवस
valentine day,प्रेम दिवस
kiss day,चुम्बन दिन
promise day,वचन दिन
be mine,मेरो बन
teddy day,टेडी दिन
chocolate day,चकलेट दिन
happy rose Day,शुभ दिन गुलाब दिन
February,फेब्रुअरी
hookup,हुकअप
माफ़ी,एक माफी
लाड़ली,प्रिय
पिघलता,मेल्ट्स
वक़्त,समय
बनोगी,तपाईं हुनेछ
नाही,होईन
इश्क़,माया
ऑल्वेज़,सँधै
पड़ा,झूट बोल्दै
में बस,म मात्र
मिस यू,मिस
मेरी ज़िन्दगी,मेरो जीवन
लव यू फॉरएवर,तपाईंलाई सँधै माया गर्छु
प्रोपोज़,प्रस्ताव गर्नुहोस्
आशिक़,प्रेमी
क्या हाल,तिमीलाई कस्तो छ?
जैकेट,ज्याकेट
रोज़,दैनिक
kavaleri,घोडसवार
maha shiv ratri,महा शिव रात
bhole,भोली
bhole shaknar,भोले शकनार
shivling,शिवलिंग
shiv pooja,शिव पूजा
bhole shankar,भोले शंकर
tester,परीक्षक
testtesf,testtesf
testest,टेस्टेस्ट
मज़ाक उड़ाना,रमाइलो गर्न
चिड़ाना,चिढाउनु
कब्बर,कब्बर
चढ़गई,चढिएको
बरसे,वर्षौंसम्म
xolours,रंगहरू
rang barse,वर्षा रंग
i hate holi,मलाई होली मन पर्दैन
women's,महिला
women's  day,महिला दिन
women's day,महिला दिन
धनायड,धानैद
बिनकूलर्स,बिन कूलरहरू
नियम,नियमहरू
समज,बुझ्दै
happy women's day,महिला दिवसको शुभकामना
happy navrari,शुभ नवरात्रि
Happy navratri,शुभ नवरात्रि
ring ceremony,औंठी समारोह
save the date,मिति बचत गर्नुहोस्
wedding card,विवाह कार्ड
Engagement,सगाई
Engaged,संलग्न
weddign,विवाह
sagai,सगाई
haldi rasam,haldi रसम
wedding ring,विवाहको औठी
wedding date,विवाह मिति
shaadi card,विवाह कार्ड
bride,दुलही
dulhan,दुलही
vidai,विदाई
invitation card,आमन्त्रित कार्ड
vivah,विवाह
baarat,पक्षाघात
dulahan,दुलही
engagement ring,सगाई औठी
bobbleweddings,bobbleweddings
rasm,चित्र
haldi rasm,पक्राउ
ceremony,समारोह
haldi ceremony,हल्ली समारोह
April,अप्रिल
shree ram,श्री भेडा
ram navami,राम नवमी
pagalpan,पागलपन
shri ram,श्री भेडा
jai shri ram,जय श्री राम
bhagawan,भगवान
bhagawaan,भगवान
लड़क,केटाहरू
