bobble,ബോബിൾ
no share,വിഹിതമില്ല
nom nom  nom,പേരിന്റെ പേര്
hate sharing,പങ്കിടൽ വെറുക്കുന്നു
potato fries,ഉരുളക്കിഴങ്ങ് ഫ്രൈ
priority,മുൻഗണന
yumm,yumm
happy april fool,സന്തോഷകരമായ ഏപ്രിൽ വിഡ് .ി
hindi new year,ഹിന്ദി പുതുവർഷം
shubhkamnayein,ആശംസകൾ
best wishes,ആശംസകൾ
gudi padwa,നിങ്ങൾ ശരിക്കും അല്ല
happy gudi padwa,ഹാപ്പി ഗുഡി പദ്വ
congratulation,അഭിനന്ദനം
travel story,യാത്രാ കഥ
ehsas,സംവേദനം
items,ഇനങ്ങൾ
bazar,ബസാർ
kharidari,ഷോപ്പിംഗ്
achanak,പെട്ടെന്ന്
larki,ലാർക്കി
paheli,പസിൽ
flip,ഫ്ലിപ്പ്
ungli kerna,വിരലിലേക്ക്
ungli dikhana,വിരൽ കാണിക്കുക
gali dena,can dena
alvida,വിട
chalta hoon,നടക്കും
jaraha hoon,ഞാൻ
larka,ലാർച്ച്
admi,അഡ്മിൻ
accha hai,നല്ലതാണ്
troll,ട്രോൾ
ungli dekhana,വിരൽ നിരീക്ഷിക്കൽ
ungli karna,വിരലിലേക്ക്
sunyeah,sunyeah
pukarna,വിളിക്കുക
gana,വിജയിക്കുന്നു
suwagatam,സ്വാഗതം
haat,വെറുക്കുക
birdu,ബ്ര്ദു
notepad,നോട്ട്പാഡ്
interview,അഭിമുഖം
sundar,സുന്ദരം
malik,മാലിക്
chairman,ചെയർമാൻ
vip,വിഐപി
honeymoon,മധുവിധു
naachna,നൃത്തം ചെയ്യാൻ
rowdy,റ dy ഡി
bajana,കളിക്കുന്നു
vespa,വെസ്പ
batli,ബട്‌ലി
takya,തക്യ
pent,പെന്റ്
party bombs,പാർട്ടി ബോംബുകൾ
party bombers,പാർട്ടി ബോംബറുകൾ
recruit,റിക്രൂട്ട് ചെയ്യുക
hire,വാടകയ്ക്കെടുക്കുക
taanka,തുട
duddies,ഡഡ്ഡികൾ
biddu,ചോദിക്കുക
bhai chara,ഭായ് ചര
budddies,ചങ്ങാതിമാർ‌
drees,ഡ്രീസ്
goggle,goggle
dosit,ദൊസിത്
aniverssary,വാർഷികം
saalgira,സാൽഗീര
choorna,പൊടി
gheerna,ഘെഎര്ന
hirt,കുപ്പായം
sunder,സുന്ദരം
hud,തൊലി
vyast,തിരക്കിലാണ്
conservative,യാഥാസ്ഥിതിക
target,ലക്ഷ്യം
maarna,ഓണാക്കി
laundiya,ലോണ്ടിയ
moove,മൂവ്
ugadi,atadi
artri,ആർത്രി
arti,അർത്ഥം
chaaand,ചാവന്ദ്
auraat,സ്ത്രീ
ungli korna,ഇളം ധാന്യം
chummban,ചുംബൻ
Farishta,മാലാഖ
bhaloo,നല്ലതും
galey milna,മിൽന നൽകുക
naive,നിഷ്കളങ്കം
hameshaa,എല്ലായ്പ്പോഴും
shitr,ഷീറ്റർ
fitness girl,ഫിറ്റ്നസ് പെൺകുട്ടി
kasrat,ഒരു വ്യായാമം
stretching,വലിച്ചുനീട്ടുന്നു
fitness boy,ഫിറ്റ്നസ് ബോയ്
refresh,പുതുക്കുക
taat,അനുസരണമുള്ള
uga,ദി
lein,ലൈൻ
jashan,ഓണാഘോഷം
natan,നതാൻ
rupea,ബ്രേക്കിംഗ്
paisawala,പൈസവല
ameer,സമ്പന്നൻ
shakira,ഷക്കീര
badword,ബാഡ്‌വേഡ്
101,101
kabootaron me,പ്രാവുകളിൽ
batunga,അവർ സ്വന്തമാക്കി
cannabis,കഞ്ചാവ്
kabooter,കാബൂട്ടർ
charsi,ഛര്സി
cocain,കൊക്കെയ്ൻ
charas,സന്തോഷം
ladkaadmi,ബോയ്ഹുഡ്
pighal,ഉരുകി
ria,റിയ
Shannu,ഷാൻ ക്രോധം
medical,മെഡിക്കൽ
dawa khana,മരുന്ന് കഴിക്കുക
Bholi,നിഷ്കളങ്കം
kitne,നീല
loss,നഷ്ടം
10kg,10 കിലോ
10 days,10 ദിവസം
Itne,ഇത്നെ
yehi,അത്
milega,ലഭിക്കും
jens,ജെൻസ്
mohabbot,സ്നേഹം
woma,വോമ
Suresh,സുരേഷ്
all rounder,എല്ലാ കാര്യങ്ങളിലും സാമര്ത്ഥ്യമുള്ള
hardees,ഹാർഡീസ്
zinger,സിങ്കർ
tables,പട്ടികകൾ
disco outfit,ഡിസ്കോ വേഷം
Tea leaf,ചായ ഇല
willpower,ഇച്ഛാശക്തി
joggers,ജോഗേഴ്സ്
running shoes,ഓടുന്ന ഷൂസ്
puma,പ്യൂമ
adidas,അഡിഡാസ്
green dress,പച്ച വസ്ത്രധാരണം
neck piece,കഴുത്ത് കഷ്ണം
Gym outfit,ജിം വേഷം
Selfie queen,സെൽഫി രാജ്ഞി
Casual tees,കാഷ്വൽ ടൈൽസ്
Colourful bags,വർണ്ണാഭമായ ബാഗുകൾ
Longskirt,നീളൻ പാവാട
Funky tshirt,ഫങ്കി ഷർട്ട്
Lid box,ലിഡ് ബോക്സ്
Black top,കറുത്ത ടോപ്പ്
Casual tee,കാഷ്വൽ ടീ
Party dress,പാർട്ടി വസ്ത്രധാരണം
Polka dot,പോളിഷ് സ്ത്രീ
Flashtshirt,ഫ്ലാഷ്‌ഷർട്ട്
gotta,മനസിലായി
fawad khan,ഫവാദ് ഖാൻ
photos,ഫോട്ടോകൾ
gadget,ഗാഡ്‌ജെറ്റ്
unlimited,പരിധിയില്ലാത്തത്
sauda,അതെ
faide,ദൈർഘ്യമേറിയത്
hotspot,ഹോട്ട്‌സ്പോട്ട്
Helicopter shot,ഹെലികോപ്റ്റർ ഷോട്ട്
medium,ഇടത്തരം
juban,പിടിക്കുക
irfan,irfan
amithabh,amithabh
girlsfriend,കാമുകി
bahu,തോളിൽ
triple,ട്രിപ്പിൾ
undertaker,ഏറ്റെടുക്കുന്നയാൾ
taker,എടുക്കുന്നയാൾ
shawn,ഷാൻ
henry,ഹെൻറി
kofi,കോഫി
kane,കെയ്ൻ
backdrop,പശ്ചാത്തലം
wretler,ഗുസ്തി
they,അവർ
bouncy,ബൗൺസി
surma bhopali,സുർമ ഭോപാലി
diana,ഡയാന
hippolyta,ഹിപ്പോളിറ്റ
bay,ബേ
drowning,മുങ്ങിമരിക്കുന്നു
i've,ഞാൻ ചെയ്ത
roll up,ചുരുട്ടുക
sunrays,സൂര്യരശ്മികൾ
topper,ടോപ്പർ
examinations,പരീക്ഷകൾ
questions,ചോദ്യങ്ങൾ
answers,ഉത്തരങ്ങൾ
movie star,സിനിമാ താരം
bieber,bieber
pun,കൂടി
lipsink,ലിപ് സമന്വയം
justine,ജസ്റ്റിൻ
dhinchik,ദിന്ചിക്
thug life,തഗ് ലൈഫ്
tending,പരിപാലിക്കുന്നു
picnic,പിക്നിക്
sakinaka,സകിനക
fidget,fidget
buster,ബസ്റ്റർ
pankhha,ചിറകുകൾ:
burster,ബർസ്റ്റർ
ghoom,ഉറങ്ങുക
ayenge,വരും
bubbye,ബബ്ബി
Shani,ശനി
maharaj,മഹാരാജ്
cruise,ക്രൂയിസ്
khate hain,പറയുന്നു
booked,ബുക്ക് ചെയ്തു
sajan,ക്രമീകരിക്കുക
bajaiyo,ബസായോ
sohel,സൊഹൈൽ
fauzi,fauzi
panjabi,പഞ്ചാബി
daljeet,ഡാൽജീത്
booking,ബുക്കിംഗ്
Sholey,ഷോലി
dharmendra,ധർമേന്ദ്ര
minion,മിനിയൻ
dedh foot,ഒന്നര അടി
bawal,നിരോധിച്ചു
kavach,കവചം
wiskey bottle,വിസ്കി കുപ്പി
pettels,ദളങ്ങൾ
petteles,പെത്തെല്സ്
magic stick,മാന്ത്രിക വടി
parlour,പാർലർ
street lamp,തെരുവ് വിളക്ക്
bagavan,ഭഗവാൻ
bellones,ബെല്ലൊനെസ്
head phones,ഹെഡ്‌ഫോണുകൾ
exteerier buildings,എക്സ്റ്റീരിയർ കെട്ടിടങ്ങൾ
khurta,ഒരു മഞ്ഞുവീഴ്ച
pattar,ക്നൊച്കെര്സ്
boundry,അതിർത്തി
ghera,സർക്കിൾ
baada,ശേഷം
flower boquet,പുഷ്പ പൂച്ചെണ്ട്
pushpa gucha,ഫ്ലവർ ക്ലസ്റ്റർ
greeting card,ആശംസാപത്രം
bond fire,ബോണ്ട് തീ
exteerier,എക്സ്റ്റീരിയർ
foot path,കാൽ പാത
uddass,ഉദ്ദഷ്
lined tshirt,നിരത്തിയ ടിഷർട്ട്
dhothi,ധോതി
bagwan,തോട്ടക്കാരൻ
fencing,ഫെൻസിംഗ്
colour's,കളർ‌സ്
dumball,ഡംബിൾ
dumball, kachaa,ഡംബോൾ, കാച്ച
joothe,ചെരിപ്പുകൾ
himmmat,ഹിമ്മത്ത്
sleeping panda,സ്ലീപ്പിംഗ് പാണ്ട
sota bhalu,ഗുഡ് ലക്ക്
bowls,പാത്രങ്ങൾ
beer mugs,ബിയർ മഗ്ഗുകൾ
katore,പാത്രങ്ങൾ
chiken,ക്ലിനിക്കൽ ട്രയൽ
daaruu,അത് തിരിക്കുക
taditional wear,പരമ്പരാഗത വസ്ത്രം
sri ram god,ശ്രീ റാം ദേവ്
sri ram,ശ്രീ റാം
bagawan,ബാഗവാൻ
patterened tshirt,പാറ്റേൺ ചെയ്ത ഷർട്ട്
colourful tshirt,വർണ്ണാഭമായ ഷർട്ട്
pagal pyaar,ഭ്രാന്തമായ പ്രണയം
paijama white,പൈജാമ വെള്ള
shiva ling,ശിവലിംഗം
bhagavan,ഭഗവാൻ
two guys,രണ്ട് ആളുകൾ
doost,ബോക്സ്
trowser,ട്ര ous സറിൽ
nikker,സിനിമയെപ്പറ്റിയുള്ള
middle fineger,നടുവിരൽ
lord krishna,പ്രഭു കൃഷ്ണൻ
desi shirt,ദേശി ഷർട്ട്
bagvan sri krishna,ബാഗ്വാൻ ശ്രീകൃഷ്ണ
bhagavan bakthi,കർത്താവിനോടുള്ള ഭക്തി
chai cup,കുപ്പി കപ്പ്
sugar cane,കരിമ്പ്
cheeni,പഞ്ചസാര
triipy,ട്രിപ്പി
sikka,സിക്ക
paper bowl,പേപ്പർ പാത്രം
plate aarti,പ്ലേറ്റ് ആരതി
moti choor laddu,മോതി ചുർ ലഡ്ഡു
evil eye,ചീത്തകണ്ണ്
nazar rakshak,ഐ ഗാർഡ്
cork,കാര്ക്
tred mill,ട്രേഡ് മിൽ
birthaday,ജന്മദിനം
janam din,ജന്മദിനം
key board,കീബോർഡ്
mobilel,mobilel
zanda,zanda
doothi,പാൽ
Fauj,സൈന്യം
lohe ka danda,ഇരുമ്പിന്റെ വടി
desh premi,രാജ്യപ്രേമികൾ
glass, ice, bottle,ഗ്ലാസ്, ഐസ്, കുപ്പി
daaru, baraf, botal,മദ്യം, ഐസ്, കുപ്പികൾ
happy, sad,സന്തോഷം ദുഃഖം
khush, udas,സന്തോഷം, സങ്കടം
happy, swag, excited,സന്തോഷം, വഞ്ചന, ആവേശം
khush, tashan, utsuk,സന്തോഷം, തഷാൻ, ആകാംക്ഷ
confident, swag, happy,ആത്മവിശ്വാസം, വഞ്ചന, സന്തോഷം
atmavishwas, tashan, khush,ആത്മവിശ്വാസ്, തഷാൻ, ഖുഷ്
confident, happy,ആത്മവിശ്വാസം, സന്തോഷം
bat, ball, wicket,ബാറ്റ്, ബോൾ, വിക്കറ്റ്
atmavishwas, khush,ആത്മവിശ്വാസ്, ഖുഷ്
balla, gend,വരൂ, ജെൻഡ്
headlight,ഹെഡ്‌ലൈറ്റ്
sheher,ഷെഹർ
lord venkateshwar,പ്രഭു വെങ്കിടേശ്വര
venkteshwar,വെങ്കിടേശ്വര
kruta,ഖരമായ
banner,ബാനർ
thong,തോംഗ്
tiles,ടൈലുകൾ
bear suit,കരടി സ്യൂട്ട്
anrgry,ദേഷ്യം
pane,പാളി
dance floor,ഡാൻസ് ഫ്ലോർ
kamra,മുറി
doors,വാതിലുകൾ
awaz,ശബ്ദം
kriya,ക്രിയ
prakash,പ്രകാശ്
netted,വല
chana hua,ഫ്ലാഷ് പുഷ്പം
eiffel tower,ഈഫൽ ടവർ
river,നദി
sanfals,സാൻഫലുകൾ
wrestling ring,ഗുസ്തി മോതിരം
Taja mahal,താജ് ചെലവേറിയത്
desh bhakti,ദേശസ്നേഹം
burgers,ബർ‌ഗറുകൾ‌
phatta,പൊട്ടുന്നു
lehrein,തിരമാലകൾ
koonda,ഒരുമിച്ച് ചേർക്കുക
chokor,chokor
thred,thred
smiley,സ്മൈലി
shitt,ശിത്ത്
doller,ഡോളർ
rist band,സഹജവാസന ബാൻഡ്
stupa,സ്തൂപം
sanchi,ഉത്ഭവം
sanchi stupa,സാഞ്ചി സ്തൂപം
tutna,തുത്നെ
bhagwan ji,കർത്താവേ
seats,സീറ്റുകൾ
mukti,റിലീസ്
rashtrapti,പ്രസിഡന്റ്
undergarments,അടിവസ്ത്രങ്ങൾ
sakth,കർശനമാണ്
agya,തലച്ചോറ്
chandama,ചന്ദ്രൻ
chandra,ചന്ദ്ര
manzile,ലക്ഷ്യസ്ഥാനം
celabrations,ആഘോഷങ്ങൾ
ribbons,റിബൺ
Khish,കിഷ്
stage show,സ്റ്റേജ് ഷോ
cricket ball,ക്രിക്കറ്റ് ബോൾ
Embarrassed,ലജ്ജിച്ചു
Sharamnaak,ലജ്ജ
rona,റോണ
aasoon,ആസു
moile,moile
Wresting ring,ഗുസ്തി റിംഗ്
handi,കൊള്ളാം
papaer,പേപ്പർ
ranholi,റാഞ്ചോളുകൾ
jhopadi,കുടിലുകൾ
chooriya,ചുരിയ
taara,അവയാണ്
lord balaji,പ്രഭു ബാലാജി
champion belt,ചാമ്പ്യൻ ബെൽറ്റ്
fidget spinner,fidget സ്പിന്നർ
aansoo,കണ്ണുനീർ
pade,നുണ പറയുന്നു
hand gloves,കൈയ്യുറകൾ
broken heart,തകർന്ന ഹൃദയം
thoota dil,ബുള്ളറ്റ് ഡിൽ
library,പുസ്തകശാല
pustaken,പുസ്തകങ്ങൾ
pustakaalay,ലൈബ്രറി
wine glasses,വൈൻ ഗ്ലാസുകൾ
traditional saree,പരമ്പരാഗത സാരി
champange bottle,ഷാംപെയ്ൻ കുപ്പി
upakaran,മെറ്റീരിയലുകൾ
sadak ka deepak,തെരുവ് വിളക്ക്
pressure coocker,പ്രഷർ കുക്കർ
chamchal,നമ്മള്
bhandara ghar,വീട് സംഭരിക്കുക
blows,അടിക്കുന്നു
kuchi,വായ
tilak,തിലക്
\frock,\ ഫ്രോക്ക്
fense,പിങ്ക്
waheguru ji,വഹേഗുരു ജി
shani dev,shani dev
katar,കതർ
santa dress,സാന്ത വസ്ത്രധാരണം
fidget spiner,fidget സ്പിന്നർ
tshir,ടി ഷർട്ട്
winter cap,വിന്റർ തൊപ്പി
christmas ped,ക്രിസ്മസ് പെഡ്
see-saw, santa claus,see-saw, സാന്താ ക്ലോസ്
bicycles,സൈക്കിളുകൾ
shirtl,ഷർട്ട്
tairaakee poshaak,തിരാകി വേഷം
turturi,ആമകൾ
dana,ഡാന
romace,റൊമാൻസ്
green board,പച്ച ബോർഡ്
hara board,ഹര ബോർഡ്
shower watering pot,ഷവർ നനയ്ക്കൽ കലം
jutel,ജുട്ടൽ
pani wala bartan,വാട്ടർ പോട്ട്
ice cream store,ഐസ്ക്രീം സ്റ്റോർ
ice cream dukan,ഐസ്ക്രീം ഡുകാൻ
dancing challa,നൃത്ത ചല്ല
kele ka chilka,kele ka chilka
joint, pant, t-shirt,,ജോയിന്റ്, പാന്റ്, ടി-ഷർട്ട്,
t-shirt,,ടി-ഷർട്ട്,
aa gaya apna sathi,ഇവിടെ നിങ്ങളുടെ പങ്കാളി വരുന്നു
Lesnar,ലെസ്നർ
dean,ഡീൻ
ambrose,ആംബ്രോസ്
mickie,മിക്കി
james,ജെയിംസ്
Tirsh,ഭയം
stratus,സ്ട്രാറ്റസ്
Alexa,അലക്സാ
khushii,ഖുഷി
moble,ഫർണിച്ചർ
lord shiva idol,പ്രഭു ശിവ വിഗ്രഹം
happy, worship,സന്തോഷം, ആരാധന
dud,dud
ansmanjas,ansmanjas
playground,കളിസ്ഥലം
khel maidan,സ്പോർട്സ് ഗ്ര ground ണ്ട്
yoga clothes,യോഗ വസ്ത്രങ്ങൾ
lighthouse,വിളക്കുമാടം
running clothes,ഓടുന്ന വസ്ത്രങ്ങൾ
happy, lagan,സന്തോഷം, ലഗാൻ
dridta,ഉറപ്പ്
workout clothes,വ്യായാമ വസ്ത്രങ്ങൾ
teddy bear toy,ടെഡി ബിയർ കളിപ്പാട്ടം
teady bear costume,ടെഡി ബിയർ കോസ്റ്റ്യൂം
bhalu vali paushak,കരടി വസ്ത്രധാരണം
teddy bear paushak,ടെഡി ബിയർ വസ്ത്രധാരണം
bhalu ka costume,ഭാലു കാ വേഷം
bhalu vala khilona,കരടി കളിപ്പാട്ടം
bhalu vala toy,ബോയ് നെറ്റ് കളിപ്പാട്ടം
vahan,അവിടെ
aura,പ്രഭാവലയം
daera,ഡെയറ
gola,നഗ്നനായി
bewakuf,ഇഡിയറ്റ്
ganesha idol,ഗണേശ വിഗ്രഹം
bhagwan ganesh ki murti,ഗണപതി വിഗ്രഹം
hawaijahaj,വിമാനം
nakaratmak,നെഗറ്റീവ്
lines,ലൈനുകൾ
lakeere,ലൈൻ
lord rama,പ്രഭു രാമ
blessed,അനുഗൃഹീത
bhagwan raam ki murti,ഭഗവാൻ ദേവന്റെ വിഗ്രഹം
sadhak,അന്വേഷിക്കുന്നവൻ
red carpet,ചുവന്ന പരവതാനി
excied,excied
lakire,ലൈൻ
bamb,ബോംബ്
surakshit,സുരക്ഷിതം
graduation cap,ഗ്രാജുവേഷൻ ക്യാപ്
graduation ki topi,എന്തൊരു ബിരുദ തൊപ്പി
super hero costume,സൂപ്പർ ഹീറോ വേഷം
super hero paushakh,സൂപ്പർഹീറോ വേഷം
trademill,വ്യാപാരമുദ്ര
thale,തലെ
ilzam,ആരോപണം
bands,ബാൻഡുകൾ
chidhana,കളിയാക്കുക
shcoked,ഞെട്ടിപ്പോയി
bhagwan ki murat,ദൈവത്തിന്റെ ചിത്രം
rink,റിങ്ക്
trunk,തുമ്പിക്കൈ
dhuki,വരൂ
abhdra sanket,നീചമായ സിഗ്നൽ
face masks,മുഖംമൂടികൾ
aatamvishawas,aatamvishawas
shuttle,ഷട്ടിൽ
tat,ടാറ്റ്
kapde, nadi,വസ്ത്രങ്ങൾ, നദി
army dress,സൈനിക വസ്ത്രം
tricolours,ത്രിവർണ്ണങ്ങൾ
bhartiya tiranga,ഇന്ത്യൻ ത്രിവർണ്ണ
skpde,skpde
parl,മനസ്സിലായി
dhinchak puja,പൂജ
pads,പാഡുകൾ
instruments,ഉപകരണങ്ങൾ
band drunms,ബാൻഡ് ഡ്രംസ്
maroon 5,മറൂൺ 5
bub,ബബ്
role,പങ്ക്
falafel,ഫലാഫൽ
veg roll,വെജ് റോൾ
lebanese roll,ലെബനീസ് റോൾ
soft,മൃദുവായ
badge,ബാഡ്ജ്
hostage,ബന്ദിയാക്കുന്നു
amitabh bachchan,അമിതാഭ് ബച്ചൻ
pahaadi,ഹിൽ
kaidi,കൈഡി
loud speaker,ഉച്ചത്തിലുള്ള സ്പീക്കർ
suglasses,സമ്മതം
aatmamvishwas,ആത്മവിശ്വാസം
jagga jasus,ജഗ്ഗ ഡിറ്റക്ടീവ്
jagga jasoos,ജഗ്ഗ ഡിറ്റക്ടീവ്
taalika,പട്ടിക
cheer girls,പെൺകുട്ടികളെ ധൈര്യപ്പെടുത്തുക
pawda,പാവ്
chairs,കസേരകൾ
seven,ഏഴ്
khalisee,ഖലീസി
jung,ജംഗ്
john,ജോൺ
aapne,നിങ്ങൾ
kia,അവിടെ
trivago,ട്രിവാഗോ
sejal,വിതച്ചു
degan,അദ്ദേഹം പറഞ്ഞു
jantungku,എന്റെ ഹൃദയം
deg,നിങ്ങളെ
satu,ഒന്ന്
begadang,വൈകി താമസിക്കുന്നു
stop kau,നിങ്ങളെ തടയുക
aku kerja,ഞാൻ ജോലി ചെയ്യുന്നു
inul bergoyang,inul sveded
begadang jangan,വൈകി നിൽക്കരുത്
pandangan,കാണുക
jatuh bangun,ഉയർച്ചതാഴ്ചകൾ
kau gadis,പെൺകുട്ടി
akulah si,ഞാനാണ്
cuma kamu,നിങ്ങൾ മാത്രം
saya putri,ഞാൻ രാജകുമാരിയാണ്
bandookbaz,ഷോട്ട്ഗൺ
nawaj,നവാസ്
sarahah,സാറാ
hashmi,ഹാഷ്മി
ram raheem,രാം റഹിം
ram ramim,റാം റാമിം
we love animal,ഞങ്ങൾ മൃഗത്തെ സ്നേഹിക്കുന്നു
treet,മരം
jackey,ജാക്കി
Furball,ഫർബോൾ
jhabra,ഷാഗി
furr,രോമങ്ങൾ
handshake,ഹാൻ‌ഡ്‌ഷേക്ക്
timber,തടി
tommy,ടോമി
I am with my dog,ഞാൻ എന്റെ നായയോടൊപ്പമുണ്ട്
i bought a puppy,ഞാൻ ഒരു നായ്ക്കുട്ടി വാങ്ങി
very cute,വളരെ മനോഹരം
workout with dog,നായയുമായി വ്യായാമം ചെയ്യുക
workout with my pet,എന്റെ വളർത്തുമൃഗത്തിനൊപ്പം വ്യായാമം ചെയ്യുക
workout in my room,എന്റെ മുറിയിൽ വ്യായാമം ചെയ്യുക
judwa 2,ഇരട്ടകൾ 2
I have my girlfriend,എനിക്ക് എന്റെ കാമുകി ഉണ്ട്
at beach,കടൽത്തീരത്ത്
in goa,ഗോവയിൽ
going goa,പോകുന്നു ഗോവ
going cinema,സിനിമ പോകുന്നു
cinema jaoge,സിനിമയിലേക്ക് പോകും
movie dekhoge,ഒരു സിനിമ കാണുക
dance kar raha hu,ഞാൻ നൃത്തം ചെയ്യുന്നു
I am dancing,ഞാൻ നൃത്തം ചെയ്യുന്നു
Today I am happy,ഇന്ന് ഞാൻ സന്തുഷ്ടനാണ്
very happy,വളരെ സന്തോഷം
vyayaam,വ്യായാമം
kutts,കോഡ്
rotweiler,റോട്ട്‌വീലർ
german shepherd,ജർമൻ ഷെപ്പേർഡ്
bone,അസ്ഥി
controversy,വിവാദം
best movie,മികച്ച സിനിമ
tamil movie gif,തമിഴ് മൂവി gif
tamil gif,tamil gif
rangnarok,കളർറോക്ക്
english movie,ഇംഗ്ലീഷ് മൂവി
I am going thor,ഞാൻ പോകുന്നു
thor movie chaloge,നിങ്ങൾ സിനിമയിലേക്ക് പോകുമോ?
main thor hu,ഞാൻ ചുറ്റും ഉണ്ട്
hathora maar dunga,ചുറ്റിക കൊല്ലും
sir pe hathora maar dunga,ഞാൻ തലയിൽ അടിക്കും
khilji,ഖിൽജി
allaudin khilji,അലാവുദ്ദീൻ ഖിൽജി
5 star ratings,5 നക്ഷത്ര റേറ്റിംഗുകൾ
I am very dangerous,ഞാൻ വളരെ അപകടകാരിയാണ്
bhut khatarnak hu main,ഞാൻ വളരെ അപകടകാരിയാണ്
aa raha hu bhag ke,ഞാൻ വരുന്നു
main nach rahi hu,ഞാൻ നൃത്തം ചെയ്യുന്നു
dancing right now,ഇപ്പോൾ നൃത്തം ചെയ്യുന്നു
awesome saree,ആകർഷണീയമായ സാരി
wearing jewellery,ആഭരണങ്ങൾ ധരിക്കുന്നു
tanishq,പരിചയം
we are in party,ഞങ്ങൾ പാർട്ടിയിലാണ്
going to do party,പാർട്ടി ചെയ്യാൻ പോകുന്നു
party dance,പാർട്ടി ഡാൻസ്
my snowman,എന്റെ സ്നോമാൻ
playing with snow,മഞ്ഞ് കളിക്കുന്നു
vactions,അവധിക്കാലം
cluse,ക്ലോസ്
I am santa,ഞാൻ സാന്തയാണ്
jingle bell,കിലുങ്ങുന്ന മണി
celebrating christmas,ക്രിസ്മസ് ആഘോഷിക്കുന്നു
dancing in christmas,ക്രിസ്മസ് നൃത്തം
going to celebrate,ആഘോഷിക്കാൻ പോകുന്നു
going to celebrate christmas,ക്രിസ്മസ് ആഘോഷിക്കാൻ പോകുന്നു
dancing now,ഇപ്പോൾ നൃത്തം ചെയ്യുന്നു
lets do party,പാർട്ടി ചെയ്യാൻ അനുവദിക്കുന്നു
new year me dance,ന്യൂ ഇയർ മി ഡാൻസ്
going for party,പാർട്ടിക്ക് പോകുന്നു
lets go for party,പാർട്ടിക്ക് പോകാം
its 2018,അതിന്റെ 2018
pub party,പബ് പാർട്ടി
is baar toh fit ho kar rahunga,ഞാൻ ഇത്തവണ ആരോഗ്യവാനായിരിക്കും
mota aadmi,തടിച്ച മനുഷ്യൻ
khub kha liya,ഒരുപാട് കഴിച്ചു
bhut khaya aaj,ഇന്ന് ധാരാളം കഴിച്ചു
pet ful gaya,ഫ്ലാറ്റ് .ട്ട്
bhut mota ho gaya hu,പ്രേതങ്ങൾ വലുതാണ്
is baar toh khoob padhai karungi,ഞാൻ ഇത്തവണ ഒരുപാട് പഠിക്കും
bhut saari books,പ്രേതങ്ങൾ നല്ല പുസ്തകങ്ങൾ
lot of books,ധാരാളം പുസ്തകങ്ങൾ
purani kitabe,പഴയ പുസ്തകങ്ങൾ
nayi kitabe,പുതിയ പുസ്തകങ്ങൾ
khub padhai karna hai,ധാരാളം പഠിക്കണം
apna passion follow karungi,എന്റെ അഭിനിവേശം പിന്തുടരും
learning guitar,ഗിത്താർ പഠിക്കുന്നു
in guitar class,ഗിത്താർ ക്ലാസിൽ
its my style,അതിന്റെ ശൈലി
apna passion follow karunga,എന്റെ അഭിനിവേശം പിന്തുടരുക
going ladakh,ലഡാക്ക് പോകുന്നു
ladakh tour karke rahunga,ലഡാക്ക് ടൂർ
on the bike,ബൈക്കിൽ
aaj se beer band,ഇന്ന് ബിയർ ഓഫ് ചെയ്യുക
beer piyega,ബിയർ കുടിക്കും
gym zaroor jaungi,ഞാൻ തീർച്ചയായും പോകും
I am in gym,ഞാൻ ജിമ്മിലാണ്
doing gym,ജിം ചെയ്യുന്നു
ab toh gf bana le,ഇപ്പോൾ ഒരു ഗിഗ് ഉണ്ടാക്കുക
proposing a girl,ഒരു പെൺകുട്ടിയെ നിർദ്ദേശിക്കുന്നു
flower bucket,പുഷ്പ ബക്കറ്റ്
is saal shaadi,ഈ വർഷം വിവാഹിതരായി
he proposed me,അദ്ദേഹം എന്നെ നിർദ്ദേശിച്ചു
love you bol diya,ലവ് യു ബോൾ ദിയ
start up,സ്റ്റാർട്ടപ്പ്
chal start up karte hai,നമുക്ക് ആരംഭിക്കാം
le beer p le,ബിയർ പി ലെ
khus ho ja bhai,സന്തുഷ്ട സഹോദരൻ
is saal travel blog shuru,യാത്രാ ബ്ലോഗ് ഈ വർഷം ആരംഭിച്ചു
travel blog,യാത്രാ ബ്ലോഗ്
bag pack kar liya,ബാഗ് പാക്ക് ചെയ്തു
bag packed,ബാഗ് പാക്ക് ചെയ്തു
bag is packed,ബാഗ് നിറഞ്ഞു
going out of station,സ്റ്റേഷനിൽ നിന്ന് പുറത്തേക്ക് പോകുന്നു
leaving home,വീട്ടിൽ നിന്ന് പുറപ്പെടുന്നു
ab toh shaadi karle,ഇപ്പോൾ നിങ്ങൾ വിവാഹം കഴിക്കുന്നു
nice saari,നല്ല ദ്വീപ്
aisi saari dila do,അത്തരമൊരു സാരി നേടുക
shopping kara do,ഷോപ്പിംഗ് കാരാ ഡോ
buying saari,സാരി വാങ്ങുന്നു
guru gobind,ഗോബിന്ദ് ടീച്ചർ
sava lakh se,ഒന്നര ദശലക്ഷം മുതൽ
ek ladau,ek ladau
chiriyan te main,പക്ഷികൾ എന്നെ പഠിപ്പിക്കുന്നു
baaz turau,baaz turau
tabe gobing singh naam kahau,തൗബ് ഗോബിംഗ് സിംഗ് നാം കഹ ou
lohri pe mungfali,ലോഹ്രി പീനട്ട്സ്
