bobble,ബോബിൾ
summertime,വേനൽക്കാലം
sea,കടൽ
outing,ഷൂട്ടിംഗ്
slow,മന്ദഗതി
slowdown,വേഗം കുറയ്ക്കുക
sweat,വിയർപ്പ്
pasina,ഒരു പ്രയോജനവുമില്ല
unbearable,അസഹനീയമാണ്
scorching,കത്തുന്ന
heat,ചൂട്
sand,മണല്
sandandsun,സാൻ‌ഡാൻ‌ഡ്‌സൺ
scorch,കരിഞ്ഞുപോകുക
atthebeach,atthebeach
dayatthebeach,ദയഠെബെഅഛ്
readyforsummer,റെഡിഫോർസമ്മർ
poolchait,പൂൾ‌ചെയിറ്റ്
bythepool,ബ്യ്ഥെപൊഒല്
sunglass,സൺഗ്ലാസ്
summerchill,സമ്മർ‌ചിൽ
keepitcool,keepitcool
extreme,അങ്ങേയറ്റം
very,വളരെ
hotter,താപമേറിയ
garmi,വേനൽ
mocktail,മോക്ക്ടെയിൽ
pickupline,പിക്കപ്പ്ലൈൻ
cheesy,ചീസി
inlove,inlove
summerlove,സമ്മർ‌ലോവ്
iceicebaby,iceicebaby
frozen,ഫ്രീസുചെയ്തു
apetitie,വിശപ്പ്
bonapetite,നല്ല വിശപ്പ്
let'seat,നമുക്ക് തിന്നാം
letseat,നമുക്ക് തിന്നാം
letus,നമുക്ക് ചെയ്യാം
brunch,ബ്രഞ്ച്
explosion,സ്ഫോടനം
tasteexplosion,ടാസ്റ്റി എക്സ്പ്ലോഷൻ
nomnom,nomnom
tasty,രുചികരമായ
nom,പേര്
palatable,രുചികരമായ
cook,വേവിക്കുക
cooking,പാചകം
fork,ഫോർക്ക്
let'sforkandspoon,നമുക്ക് ഫോർ‌കാൻഡ്‌സ്പൂൺ
grab,പിടിക്കുക
bite,കടിക്കുക
want,വേണം
wannagrababite,wannagrababite
stayhungry,stayhungry
stayfoolish,വിഡ്ഢിയായിട്ടിരിക്കുക
cookingismylife,കുക്കിസ്മൈലൈഫ്
lovecooking,ലവ്കൂക്കിംഗ്
ignore,അവഗണിക്കുക
ignoring,അവഗണിക്കുന്നു
whyareyouignoringme,എന്തുകൊണ്ടാണ് നിങ്ങൾ എന്നെ അവഗണിക്കുന്നത്
overtlyattached,അമിതമായി അറ്റാച്ചുചെയ്തു
enough,മതി
baatmatkaro,ബാറ്റ്മാറ്റ്കാരോ
donottalktome,എന്നോട് സംസാരിക്കരുത്
enuf,enuf
chipak,വിറകുകൾ
chaep,chaep
suspect,സംശയിക്കുന്നു
shak,സംശയം
shaq,shaq
otherwoman,മറ്റൊരു സ്ത്രീ
suspicion,സംശയം
bolte,പറയാൻ
kaho,കഹോ
boltenahi,ബൊല്തെനഹി
ussi,വിര
suspicious,സംശയാസ്പദമാണ്
jealousy,അസൂയ
envy,അസൂയ
jellyfish,ജെല്ലിഫിഷ്
j,ജെ
jaoussisebaatkaro,ജോഷിസ് സംസാരം
talkin,ടോക്കിൻ
talkingto,സംസാരിക്കുന്നു
ex,ഉദാ
enquiry,അന്വേഷണം
uthaya,ഉയർത്തി
tumahara,നിങ്ങളുടെ
phonebusyktyhai,phonebusyktyhai
much,വളരെ
reply,മറുപടി
whusuchlatereply,whusuchlatereply
doin,doin
doingwhat,എന്ത് ചെയ്യുന്നു
abhikyakarraheho,റിയാക്ടീവ്
recharge,റീചാർജ് ചെയ്യുക
kara,മുതൽ
karadu,karadu
talktime,സംസാര സമയം
nazar,നിസാർ
lage,സ്ഥാനം
agarbatti,അഗർബട്ടി
kala,വേറിട്ട്
kalatika,ആർട്ട് ഗാലറി
tika,ആയിരുന്നു
bhej,അയയ്‌ക്കുക
bhejo,അയയ്‌ക്കുക
send,അയയ്‌ക്കുക
message,സന്ദേശം
msg,msg
text,വാചകം
lovenot,ലവ്നോട്ട്
petal,ദളങ്ങൾ
lovemelovemenot,lovemelovemenot
detective,ഡിറ്റക്ടീവ്
detect,കണ്ടെത്തുക
conflict,സംഘർഷം
clash,ഏറ്റുമുട്ടൽ
fightforyou,പോരാട്ടം
kha,ഖാ
didueat,ദിദുഎഅത്
fruits,പഴങ്ങൾ
khanakhaliya,ഖാൻഖാലിയ
callmena,ചല്ല്മെന
telephone,ടെലിഫോണ്
dial,ഡയൽ ചെയ്യുക
ayababy,അയബബ്യ്
whyareyouignoring,എന്തുകൊണ്ട്
ignoremar,അവഗണിക്കുക
da,ന്റെ
phuck,ഫക്ക്
fuq,ഓണാണ്
dafuq,dafuq
daphuk,ഡാഫക്
daphuck,ഡാഫക്ക്
phucktard,ഫക്റ്റാർഡ്
fucktard,fucktard
gali,മെയ്
gaali,ദുരുപയോഗം
midfinger,മിഡ്‌ഫിംഗർ
middlefinger,നടുവിരൽ
phucking,ഫക്കിംഗ്
fuckin,സംഭോഗം
fucking,സംഭോഗം
phucku,ഫക്കു
phuckyou,ഫക്കി
fucku,ഫുകു
fuckyou,fuckyou
phuckoff,ഫക്കോഫ്
fuckoff,fuckoff
fuqoff,onoff
FO,FO
phuckmylife,ഫക്ക്മൈലൈഫ്
fuckmylife,fuckmylife
phuckit,ഫക്കിറ്റ്
fuckit,fuckit
phuckeverything,phuckeverything
fuckeverything,fuckeverything
wtf,wtf
watdafuq,നിങ്ങൾക്കായി കാത്തിരിക്കുക
whatthefuck,whatthefuck
whatthephuck,whatthephuck
handsintheair,ഹാൻഡ്‌സിൻ‌തെയർ
despair,നിരാശ
ohh,ഓ
o,ദി
ohphuck,ഓഹ്ഫക്ക്
ohfuck,ഓഹ്ഫക്ക്
phucks,phucks
given,നൽകി
nophucksgoven,nockcksgoven
nofucksgiven,nofucksgiven
none,ഒന്നുമില്ല
holy,വിശുദ്ധം
holyphuck,ഹോളിഫക്ക്
holyfuck,ഹോളിഫക്ക്
falling,വീഴുന്നു
fallinginlove,fallinlove
fallingforyou,fallforyou
luvu,ലുവു
loveyou,എനിക്ക് നിന്നെ ഇഷ്ടം ആണ്
luvubaby,ലുവുബാബി
loveyoubaby,loveyoubaby
babay,ബാബെ
luvyou,luvyou
humesha,എല്ലായ്പ്പോഴും
willloveyouforever,willloveyouforever
always,എല്ലായ്പ്പോഴും
eternal,ശാശ്വതമാണ്
true,ശരി
truelove,യഥാർത്ഥ സ്നേഹം
tumhara,നിങ്ങളുടെ
alwaysyours,എല്ലായ്പ്പോഴും
i do,ഞാന് ചെയ്യാം
donot,അരുത്
idonotwanttoloseyou,idonotwanttoloseyou
alwaysthereforyou,alwaysthereforyou
mine,എന്റേത്
youaremine,നീ എന്റേതാണ്
you are,നിങ്ങൾ
urmine,ഉര്മിനെ
where's,എവിടെയാണ്
melt,ഉരുകുക
youmeltmyheart,youmeltmyheart
yu,കൂടെ
allyouneedislove,നിങ്ങൾക്കാവശ്യം സ്നേഹമാണ്
umnrella,umnrella
sorrybaby,ക്ഷമിക്കണം കുട്ടി
sowwi,sowwi
stole,മോഷ്ടിച്ചു
stolemyheart,stolemyheart
stealmyheart,സ്റ്റീൽമിഹാർട്ട്
xoxoxo,xoxoxo
hugsandkisses,ഹുഗ്സംദ്കിഷെസ്
iluvyou,iluvyou
iluvu,കുറയ്ക്കുക
emotion,വികാരം
thewoman,സ്ത്രി
mutitask,മൾട്ടി ടാസ്‌ക്
multitasking,മൾട്ടിടാസ്കിംഗ്
homemaker,വീട്ടമ്മ
bossifthehouse,ബോസിഫ്റ്റ്ഹ house സ്
career,കരിയർ
iamateacher,ഞാന് ഒരു അധ്യാപികയാണ്
blackboard,ബ്ലാക്ക്ബോർഡ്
i'm,ഞാൻ
sportsstar,സ്പോർട്സ് സ്റ്റാർ
sportswoman,കായികതാരം
tennis,ടെന്നീസ്
racket,റാക്കറ്റ്
I'mawinner,ഇമവിംനെര്
diva,ദിവാ
thediva,തെഡിവ
iamthediva,iamthediva
Iamaboss,ഇഅമബൊഷ്
Iamtheboss,ഞാനാണ് യജമാനൻ
girlboss,ഗേൾബോസ്
bosslady,ബോസ്ലാഡി
ladyboss,ലേഡിബോസ്
Iamthemother,Iamthemother
mum,മം
toddler,കള്ള്
Iamanexplorer,ഇഅമനെക്സപ്ലൊരെര്
adventurer,സാഹസികൻ
trek,ട്രെക്ക്
trekker,അടുപ്പിക്കുന്നു
mountain,പർവ്വതം
mountains,പർവതങ്ങൾ
conquer,ജയിക്കുക
iamasoldier,iamasoldier
soldier,സൈനികൻ
military,മിലിട്ടറി
force,ശക്തിയാണ്
armedforce,സായുധസേന
rifle,റൈഫിൾ
Iamyourinspiration,ഇമ്യൂറിൻസ്‌പിറേഷൻ
yogapose,യോഗപോസ്
sandel,സംദെല്
sandal,ചെരുപ്പ്
ghora,കുതിര
gaddi,പാഡിംഗ്
gari,കാർ
sandeldekhihaimeri,സാൻ‌ഡെൽ‌ഡൈഖൈമേരി
horse,കുതിര
horsecarriage,കുതിരവണ്ടി
carriage,വണ്ടി
kangana,കങ്കണ
ranaut,റന ut ട്ട്
worldfamous,ലോകപ്രസിദ്ധമായ
dabba,ദബ്ബ
dabbagul,dabbagul
gul,ഗുൽ
munnabhai,മുന്നഭായ്
tensionnahileneka,പിരിമുറുക്കം
gateway,ഗേറ്റ്‌വേ
shanapatti,സ്‌നേക്ക് ബോർഡ്
varun,വരുൺ
dhawan,ധവാൻ
thakelelog,ക്ഷീണിതനാണ്
rapchik,റാപ്ചിക്
rapchikmaal,റാപ്ചിക്മൽ
mal,തവണ
wah,വാ
pili,രണ്ടാമത്തേത്
phokat,ഫോക്കൽ
khalipili,ശൂന്യമാണ്
aweyihi,രണ്ട്
thobda,ചെറിയ
shakal,രാവിലെ
thobra,നന്നായി
shaqal,സ്വരാക്ഷരങ്ങൾ
lookatyourface,lookatyourface
ekdumjhakas,ഒരു മിന്നൽ
jhakas,ജാക്കാസ്
jhakkas,തമാശ
faadu,ഫാദു
amirkhan,അമിരകന്
kaltti,ഞാൻ കല്തെന്
kalti,കുറ്റവാളി
kaltimaarle,കാൾട്ടിമാർലെ
fut,ആയിരുന്നു
phoot,പിളർന്നു
phutle,ഫുട്ലി
katle,കട്ട്
ja,ഒപ്പം
chuna,തിരഞ്ഞെടുത്തു
chunamatlaga,chunamatlaga
shana,ഷാന
bahutshanahairetu,വളരെ മനോഹരമാണ്
bohot,വളരെ
chunt,ക .ണ്ടർ
youareclever,youareclever
dada,നെഞ്ച്
dadagiri,ദാദഗിരി
apunksamnedadagirinahi,അപുനുസമേദഗിരിനാഹി
apunkadilbahutbadahai,കളങ്കമില്ലാത്തത്
dilbada,വിള്ളലുകൾ
large,വലുത്
largehearted,വലിയ മനസ്സുള്ളവർ
don't,ചെയ്യരുത്
dontangryme,dontangryme
anger,കോപം
koffee,കോഫി
coffeetime,കോഫിടൈം
java,ജാവ
baggage,ബാഗ്
goodbye,വിട
farewell,വിടവാങ്ങൽ
waitingforyou,താങ്കളെ കാത്തുനിൽക്കുകയാണ്
silent,നിശബ്ദത
mute,നിശബ്ദമാക്കുക
silentmodeon,സൈലന്റ്മോഡിയൻ
khaoge,കഴിക്കും
kyakhaoge,നിങ്ങൾ എന്ത് കഴിക്കും?
khaana,ഖാൻ
khanaa,ബോക്സുകൾ
menu,മെനു
whatwillyoueat,നീ എന്ത് കഴിക്കും
justchill,justchill
it'smystyle,itmystyle
iloveshopping,എനിക്ക് ഷോപ്പിംഗ് ഇഷ്ടമാണ്
shoppingbags,ഷോപ്പിംഗ് ബാഗുകൾ
i'mtired,ഞാൻ ക്ഷീണിതനാണ്
iamtired,ഞാന് ക്ഷീണിതനാണ്
weary,ക്ഷീണിതനാണ്
i'msad,ഞാൻ ദുഃഖിതനാണ്
iamsad,iamsad
upset,അപ്സെറ്റ്
depressed,വിഷാദം
sorrow,ദു orrow ഖം
sadness,സങ്കടം
chaye,ഷി
masalachai,മസാലചായ്
masalatea,മസാറ്റിയ
masalachaye,മസാലചായെ
spice,സുഗന്ധവ്യഞ്ജനങ്ങൾ
spicedtea,സുഗന്ധവ്യഞ്ജനങ്ങൾ
khoke,ഖോക്ക്
khokekichai,thelove
kadakchai,ക്രാക്കിൾ
kadakchaye,ക്രാക്കിൾ
teaparty,ചായ സല്ക്കാരം
teaandcakes,ചായക്കടകൾ
cuttingchai,കട്ടിംഗ്ചായ്
cuttingchaye,കട്ടിംഗ്ചായ്
chronicles,ദിനവൃത്താന്തം
chaisuttachronicles,chaisuttachronicles
pakora,പക്കോറ
chairainpakora,കസേരയിലേക്ക്
pakoda,പക്കോറ
pakoras,പക്കോറസ്
chaikichuski,കടൽ
chuski,ചുസ്കി
whenarewemeeting,whenarewemeeting
illcookforyou,illcookforyou
kitcen,അടുക്കള
chef,ഷെഫ്
masterchef,മുഖ്യ പാചകക്കാരൻ
roseday,റോസെഡേ
happyroseday,ഹാപ്പിറോസെഡേ
bemyvalentine,bemyvalentine
askout,അസ്കൊഉത്
valentine,വാലന്റൈൻ
dateme,തീയതികൾ
pinky,പിങ്കി
pinkypromise,പിങ്കിപ്രോമിസ്
notsingle,notsingle
notsinglethisyear,notsinglethisyear
vday,vday
s,s
youlookpretty,നീ സുന്ദരി ആണ്
lots,ഒത്തിരി
lotsofkisses,ഒരുപാട് ചുംബനങ്ങള്
kissie,കിഷിഎ
wuv,wuv
iloveyoutoo,iloveyoutoo
luvu2,le2
loveyoutoo,നിന്നെയും സ്നേഹിക്കുന്നു
luvyoutoo,luvyoutoo
luvutoo,luvutoo
givemeahug,എന്നെ ഒന്നു കെട്ടിപ്പിടിക്കു
embrace,പുണരുക
happychocolateday,ഹാപ്പികോകോളേറ്റഡ്
chocolates,ചോക്ലേറ്റുകൾ
imcomingbaby,imcomingbaby
arriving,എത്തിച്ചേരുന്നു
reaching,എത്തിച്ചേരുന്നു
whereismygift,whereismygift
wheresmygift,wheresmygift
happyvalentines,ഹാപ്പി വാലന്റൈൻസ്
HappyValentine'sDay,ഹാപ്പി വാലന്റൈൻസ് ഡേ
Valentine's,വാലന്റൈൻസ്
ValentinesDay,വാലന്റൈൻസ് ഡേ
happyvalentnes,happyvalentnes
togetherforever,എല്ലായ്പ്പോഴും ഒരുമിച്ച്
teddy,ടെഡി
teddyforyou,teddyforyou
teddybear,ടെഡി ബെയർ
stuffedtoy,സ്റ്റഫ് ചെയ്ത കളിപ്പാട്ടം
teddyday,ടെഡിഡേ
happyteddyday,സന്തോഷകരമായ ദിവസം
whos,ആരാണ്
whosupforpizza,whosupforpizza
topping,ടോപ്പിംഗ്
base,അടിസ്ഥാനം
italian,ഇറ്റാലിയൻ
whot,ആരാണ്
whattoeat,എന്താ കഴിക്കാൻ
eatwhat,തിന്നുക
cell,സെൽ
phoneisonlowbattery,phoneisonlowbattery
lowbattery,ലോ ബാറ്ററി
batterydrained,ബാറ്ററി ഡ്രെയിൻ
you'resuchasweetheart,നിങ്ങൾ റെസുചസ്വീറ്റ്
let'sketchup,നമുക്ക് സ്കെച്ചപ്പ് ചെയ്യാം
catchup,പിന്നീട് കാണുക
letuscatchup,letuscatchup
let'sgoout,നമുക്ക് പുറത്തു പോകാം
eatout,തിന്നുക
imcookingtonight,imcookingtonight
tonite,ടോണൈറ്റ്
supper,അത്താഴം
jk,jk
loljoking,loljoking
loljk,loljk
ilikethingshot,ilkshotshot
hawt,hawt
liking,ഇഷ്ടപ്പെടുന്നു
taco,ടാക്കോ
canwetalk,നമുക്ക് സംസാരിക്കാനാവുമോ
mexican,മെക്സിക്കൻ
midnight,അർദ്ധരാത്രി
midnyt,മിഡ്‌നിറ്റ്
midnite,മിഡ്‌നൈറ്റ്
midnightsnack,മിഡ്‌നൈറ്റ്സ്നാക്ക്
midnightsnacktime,midnightsnacktime
aj,ഒപ്പം
ajto,വാതില്
aajtoh,മജിസ്‌ട്രേറ്റ്
bajaa,ബജ
ajtobajaadungi,അജ്‌തോബജാദുംഗി
radio,റേഡിയോ
udaa,ഉദാ.
udaadiyapatang,ഫ്ലിപ്പന്റ്
udadiyapatang,കുഴപ്പമില്ല
lapet,ലാപെറ്റ്
lapetliya,ലാ പെട്രിയ
kaipoche,കൈപ്പോച്ചെ
dheel,നൃത്തം
dheeldedheel,ബാലൻസ്
humdildechukesanam,humdildechukesanam
phat,phat
phatgayi,പൊട്ടിത്തെറിക്കുക
varundhawan,വരുന്ധവൻ
pench,പെഞ്ച്
twist,വളച്ചൊടിക്കുക
ajapenchlada,അജപെന്ഛ്ലദ
atak,ആക്രമണം
atakgayi,ഒരു സേവനത്തിൽ
kanni,ചൂരൽ
kannide,kannide
manjha,മഞ്ജ
kachamanjha,അസംസ്കൃത വസ്തുക്കൾ
manjhakachhahai,ഒരു മഞ്ച് ആണ്
string,സ്ട്രിംഗ്
kaata,മുറിക്കുക
kata,വാക്ക്
merakyukata,സന്തോഷവാനായിരിക്കുക
patangkat,റാങ്ക്
bhaaag,ഭാഗം
seahorse,കടൽത്തീരം
kalkikoechlin,kalkikoechlin
cheese,ചീസ്
cheesebadihaimastmast,ചീസ്ബഡിഹൈമാസ്റ്റ്മാസ്റ്റ്
mastmast,മാസ്റ്റ്മാസ്റ്റ്
raveenatandon,റബ്ബിക്
runninglate,വൈകി ഓടിക്കൊണ്ടിരിക്കുന്നു
elephant,ആന
wakrup,വക്രപ്പ്
timetowakeup,ടൈംടോവേക്ക്അപ്പ്
chicken,കോഴി
ohmygod,ഓ എന്റെ ദൈവമേ
ohemmgee,ohemmgee
khoonpijaunga,രക്തസ്രാവമുണ്ടാകും
makkhi,ഈച്ച
tooslow,ഉണരുക
snail,ഒച്ച
kritisanon,ക്രിതിസനൊന്
katgayaa,വിടുക
platypus,പ്ലാറ്റിപസ്
tail,വാൽ
hangin,ഹാംഗിൻ
hangon,ശബ്ദം
bandar,നഗരം
nakalchi,അനുകരിക്കുന്നയാൾ
banana,വാഴപ്പഴം
bananas,വാഴപ്പഴം
bug,ബഗ്
bugoff,bugoff
sherdaputtar,sherdaputtar
imstuck,imstuck
knot,കെട്ട്
snake,പാമ്പ്
nagin,നാഗിൻ
ant,ഉറുമ്പ്
workinghard,കഠിനമായി അദ്ധ്വാനിക്കുന്നു
collectingfood,ശേഖരിക്കുന്നു
longtimenosee,ദീർഘനാളായി കണ്ടിട്ട്
longtime,നീണ്ട കാലം
giraffe,ജിറാഫ്
nosee,നോസി
jungleehumai,jungleehumai
jungleehumain,jungleehumain
machhar,കൊതുക്
frog,തവള
mendak,പോകൂ
pond,പൊയ്ക
mosquito,കൊതുക്
mortin,മരിച്ചു
subahhogayimamu,സുബാരു ഗ വൈ ഇമാം
hen,വളരെ
inawhile,അകത്ത്
crocodile,മുതല
magarmachh,മുതല
croc,മുതല
easybro,എഅസ്യ്ബ്രൊ
tortowise,തൊര്തൊവിസെ
turtle,ആമ
mastani,മസ്താനി
deewanimastani,മാഡം
yoddha,യോദ്ധാവ്
warriorprincess,യോദ്ധാവ്
bowarrow,വില്ലു അമ്പടയാളം
laoli,പഴയ ലി
vatt,വെള്ളം
peshwa,പേഷ്വ
bajirao,ബാജിറാവു
sazaa,ശിക്ഷ
punish,ശിക്ഷിക്കുക
punishmeforlove,punishmeforlove
priyankachopra,പ്രിയങ്ക ചോപ്ര
kashi,വരികൾ
kashibai,വരികളുടെ സമയം
mohabbatkimaari,mohabbatkimaari
aiyashi,ഡീബൗച്ചറി
mihabbatkihaiaiyashinahi,സ്നേഹം ഒരു സ്നേഹമാണ്
bajiraomastani,ബാജിറോമാസ്താനി
lovvsworld,lovvsworld
fightforlove,ഫൈറ്റ്ഫോർലോവ്
pinga,പിംഗ്
girlbonding,പെൺകുട്ടി
mastanikashi,മസ്താനാഷി
pingagapori,പിംഗഗപോരി
sandesh,സന്ദേശം
errand,പിശക്
koisandeshnahi,കോയി, ഷ് നഹി
nomessage,നാമനിർദ്ദേശം
harhar,harhar
mahadev,മഹാദേവ്
shiv,shiv
shivbhakt,ശിവ ഭക്തർ
harharmahadev,ഹർഹാരമഹദേവ്
guroor,ഗുരു
lecturer,ലക്ചറർ
chalbunkmarteai,chalbunkmarteai
bunkpechal,bunkpechal
massbunk,മാസ്ബങ്ക്
notesdedeyaar,notesdedeyaar
canteenchaltehai,canteenchaltehai
recess,ഇടവേള
latenight,ലേറ്റനൈറ്റ്
startstudying,ആരംഭം
studying,പഠിക്കുന്നു
decidedtostudy,തീരുമാനിച്ചു
allaboutcollege,അല്ലബൊഉത്ചൊല്ലെഗെ
padhaikabojh,പഠിക്കുന്നു
padhne,വായിക്കുക
padhnede,വായിക്കുക
kanganaranaut,kanganaranaut
exampressure,ഉദാഹരണം
tensed,പിരിമുറുക്കം
makingnotes,നിർമ്മാണ കുറിപ്പുകൾ
somethingelse,വേറെ എന്തെങ്കിലും
letsdo,നമുക്ക് ചെയ്യാം
letsbunk,ലെറ്റ്സ്ബങ്ക്
let'sbunk,നമുക്ക് ബങ്ക് ചെയ്യാം
classesoff,ച്ലഷെസൊഫ്ഫ്
meraassignmentkarde,മെരഅഷിഗ്ന്മെംത്കര്ദെ
proxy,പ്രോക്സി
proxylagade,പ്രോക്സിലഗേഡ്
plaeseproxydede,plaeseproxydede
proxydede,പ്രോക്സൈഡ്
readyforcollege,റെഡിഫോർകോളേജ്
iamraedy,ഇഅമ്രെദ്യ്
senior,സീനിയർ
seniorhoon,സീനിയർഹൂൺ
notoragging,നോട്ടറാഗിംഗ്
ragging,റാഗിംഗ്
againstragging,എതിർപ്പ്
collegejanahaikya,കോൾഗെജ്നഹൈക്യ
collegejana,ചൊല്ലെഗെജന
laziness,അലസത
lyinginbed,കട്ടിലിൽ കിടക്കുന്നു
iamready,ഞാൻ തയാറാണ്
rag,തുണിക്കഷണം
raggingleli,റാഗിംഗ്ലെലി
nothingtowear,ഒന്നുമില്ല
closet,ക്ലോസറ്റ്
apparel,വസ്ത്രങ്ങൾ
freshers,ഫ്രെഷറുകൾ
fresherskabhai,fresherskabhai
freshersparty,ഫ്രെഷർസ്പാർട്ടി
iambroke,iambroke
paisenahihai,പണമില്ല
sosick,തീരെ വയ്യ
bukhaar,പനി
notwell,സുഖമില്ല
dawai,സ്ട്രിംഗ്
bukhar,പനി
medicines,മരുന്നുകൾ
kanaganaranaut,കാന ഗ നാ ടി
yoyo,യോയോ
fitness,ശാരീരികക്ഷമത
fitnessislife,ഫിത്നെഷിസ്ലിഫെ
chhatibaharpetandar,ഛതിബഹർപേത്താർ
chhati,നെഞ്ച്
lean,മെലിഞ്ഞ
abs,abs
telnikalgaya,telnikalgaya
wornout,തേഞ്ഞു തീർന്ന
afterworkout,afterworkout
jofitwohit,ജൊഫിത്വൊഹിത്
active,സജീവമാണ്
befit,യോജിക്കുക
befitasafiddle,befitasafiddle
fitasafiddle,വിടവാങ്ങൽ
eathealthy,ആരോഗ്യകരമായി ഭക്ഷിക്കൂ
stayhealthy,ആരോഗ്യവാനായിരിക്കു
kalsediet,കല്സെദിഎത്
kakse,രണ്ട്
kalsepukka,കാൽസൈറ്റ്
allpumpedup,അല്ല്പുംപെദുപ്
pumpedup,പമ്പപ്പ്
pumpup,പമ്പപ്പ്
pump,അടിച്ചുകയറ്റുക
6packabs,6 പാക്കാബുകൾ
smokingkills,പുകവലി
slam,സ്ലാം
dunk,ഡങ്ക്
slamanddunk,slamanddunk
bahotkhaliya,ബഖോത്ഖാലിയ
atetoomuch,atetoomuch
bodyshamming,ബോഡിഷാമിംഗ്
motakiskobola,മോട്ടോർ സൈക്കിൾ തോക്കുകൾ
overweight,അമിതഭാരം
leanmeat,മെലിഞ്ഞ മാംസം
healthfood,ആരോഗ്യകരമായ ഭക്ഷണം
iloveyoga,iloveyoga
poweryoga,പവർ‌യോഗ
meditate,ധ്യാനിക്കുക
youneedadoctor,youneedadoctor
medicine,മരുന്ന്
phyisician,വൈദ്യൻ
moreyoga,moreyoga
motilagrahihu,മോത്തിലഗരി
paranthe,പരന്തസ്
salmankhai,സൽമാൻഖ്
lovecycling,ലവ് സൈക്ലിംഗ്
weightloss,ഭാരനഷ്ടം
10kgslost,10 കിലോസ്‌ലോസ്റ്റ്
lost10kgs,നഷ്ടപ്പെട്ടു 10 കിലോ
kilos,കിലോ
gymming,ഗ്യ്ംമിന്ഗ്
boxingbag,ബോക്സിംഗ് ബാഗ്
gymshim,ജിംഷിം
khudpadhlena,കുടുംബം
biology,ബയോളജി
reproductivesystem,പ്രത്യുത്പാദന സംവിധാനം
readityourself,സ്വയം വായിക്കുക
PT,പി.ടി.
zeroperiod,സീറോപെരിയോഡ്
period,കാലയളവ്
grapes,മുന്തിരി
pin,പിൻ
pindropsilence,പിംദ്രൊപ്സിലെന്ചെ
pindrop,പിംദ്രൊപ്
getout,ഗെറ്റ് out ട്ട്
outofclass,of ട്ട്‌ക്ലാസ്
angryteacher,കോപാകുലനായ അധ്യാപകൻ
becreative,ഉന്മേഷദായകമാണ്
taecher,അധ്യാപകൻ
maths,കണക്ക്
mathematics,ഗണിതശാസ്ത്രം
syllabus,പാഠ്യപദ്ധതി
khudparlo,ഹഡ്‌പാർലോ
ladyteacher,ലേഡി ടീച്ചർ
fishmarket,മീൻ ചന്ത
isthisafishmarket,isthisafishmarket
bequiet,സൗകര്യപ്രദമായി
PTmeeting,PTmeeting
parentteacher,രക്ഷാകർതൃ അധ്യാപകൻ
badteacher,മോശം അധ്യാപകൻ
stoptalking,നിർത്തുന്നു
backbencher,ബാക്ക്ബെഞ്ചർ
chalk,ചോക്ക്
dharti,ഭൂമി
bojh,ഭാരം
dhartipebojh,ഡാർട്ടിപെബോസ്
nopower,nopower
whip,വിപ്പ്
waste,മാലിന്യങ്ങൾ
wasteoftime,സമയനഷ്ടം
timepass,ടൈംപാസ്
killtime,സമയം കൊല്ലുക
weekending,ആഴ്ചയിലെ കാര്യം
nochance,സ്ക്രാച്ച്
noway,ഒരു വഴിയുമില്ല
lookwhostalking,നോക്കൂ, ആരാണ് സംസാരിക്കുന്നത്
whostalking,ആരൊക്കെയാണ് സംസാരിക്കുന്നത്
luckbychance,ലക്ക്ബൈചാൻസ്
happygolucky,ഹാപ്പിഗോളക്കി
closediscussion,അടച്ച ചർച്ച
stopdiscussion,stopdiscussion
welcomeme,സ്വാഗതം
takeiteasy,തകെഇതെഅസ്യ്
golmal,ശബ്ദം
mess,കുഴപ്പം
messed,താറുമാറായി
messedup,താറുമാറായി
kahanbusy,കഹാൻബുസി
mainepyarkiya,ഞാൻ സ്നേഹിക്കുന്നു
nosorrynothankyou,nosorrynothankyou
sabka,എല്ലാവരും
aapsabkaswagathai,എല്ലാവർക്കും സ്വാഗതം
shayar,കവി
arz,വിതരണം
arzkiyahai,അർജാകിയ
poem,കവിത
bathroomsinger,ബാത്ത്റൂംസിംഗർ
bathroomsinging,കുളിമുറി
ilovesinging,ilovesinging
yippe,സ്രിഷ്ടിക്കപെടുന്നു
finally,ഒടുവിൽ
dhayn,ധ്യാൻ
dhyando,dhyando
dhyaando,ശ്രദ്ധിക്കുക
bachha,കുഞ്ഞേ
attention,ശ്രദ്ധ
payattention,pay attention
whoshere,എവിടെ
whoishere,എവിടെ
lookwhoishere,നോക്കുക
public,പൊതു
logkyakahenge,logkyakahenge
kyakahenge,നിങ്ങൾ എന്ത് പറയും?
story,കഥ
truestory,യഥാർത്ഥ കഥ
taajakhabar,പുതുക്കൽ
tazakhabar,പുതുക്കൽ
khabar,ഭക്ഷണം
reporting,റിപ്പോർട്ടിംഗ്
legs,കാലുകൾ
lath,ലാത്ത്
legskafihai,ലെഗ്സ്കഫിഹൈ
tereliyelegskafihai,തെരെലിയെലെഗ്സ്കഫിഹൈ
tang,ടാങ്
bachgaya,ബച്ച്ഗായ
bach,ബാച്ച്
saved,സംരക്ഷിച്ചു
itnasannata,അത്രയും സംതൃപ്തി
shocking,ഞെട്ടിക്കുന്ന
shockingnews,ഞെട്ടിക്കുന്ന ന്യൂസ്
bathroomdancing,ബാത്ത്റൂം ഡാൻസിംഗ്
